pOSymbols,slide_number,audio,btwncondition,goodPOChoice,pTwrongAnswer,pTChoice,Answer.time_in_minutes,primeType,pOwrongAnswer,responseSymbols,workerid,pTSentence,goodPTChoice,Answer.condition,trial_type,pOSentence,correctPChoices,response,image,primeStrength,responseSentence,correctPOChoice,correctPTChoice,slide_type,response_rt,primeOShuffle,pTSymbols,primeTShuffle,responseChoice,pOChoice,block_rt
"[10, 1, 9]",,,exh-only,0,"[4, 0, 0]",0,7.612416666666666,1,"[2, 0, 0]","[3, 8, 6]",34,3 + 7 = ?,0,undefined,response,1 + 9 = ?,False,,,3,There are four spades.,False,True,,1344,"[1, 0]","[10, 3, 7]","[1, 0]",0,1,4172
"[7, 9, 3]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[8, 9, 3]",34,There are four diamonds.,1,undefined,response,There are four circles.,True,,,0,There are four notes.,True,True,,1057,"[0, 1]","[0, 2, 9]","[0, 1]",0,1,3609
"[7, 5, 2]",,,exh-only,1,"[8, 0, 0]",1,7.612416666666666,0,"[8, 0, 0]","[8, 0, 9]",34,9 + 5 = ?,1,undefined,filler,5 + 2 = ?,False,,,3,Some of the symbols are notes.,False,True,,1774,"[0, 1]","[14, 9, 5]","[0, 1]",1,0,5082
"[8, 0, 3]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[9, 1, 2]",34,Only some of the symbols are notes.,1,undefined,response,Only some of the symbols are notes.,True,,,2,Some of the symbols are triangles.,True,True,,1232,"[1, 0]","[8, 6, 0]","[0, 1]",0,0,3991
"[4, 2, 6]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[3, 7, 5]",34,Some of the symbols are circles.,0,undefined,response,Some of the symbols are hearts.,True,,,0,Some of the symbols are spades.,True,True,,1299,"[0, 1]","[7, 1, 9]","[1, 0]",0,1,4641
"[7, 6, 1]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[0, 5, 3]",34,Some of the symbols are hearts.,0,undefined,response,Some of the symbols are circles.,True,,,1,Some of the symbols are diamonds.,True,True,,1125,"[0, 1]","[4, 8, 7]","[1, 0]",0,1,3582
"[9, 9, 0]",,,exh-only,0,"[7, 0, 0]",0,7.612416666666666,0,"[3, 0, 0]","[4, 0, 5]",34,5 + 3 = ?,1,undefined,response,9 + 0 = ?,False,,,3,Some of the symbols are hearts.,False,False,,1372,"[1, 0]","[8, 5, 3]","[0, 1]",0,1,3791
"[8, 3, 7]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[3, 0, 4]",34,Some of the symbols are diamonds.,1,undefined,filler,Some of the symbols are notes.,True,,,0,Some of the symbols are spades.,True,True,,1286,"[0, 1]","[0, 1, 2]","[0, 1]",1,1,3582
"[8, 3, 5]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[3, 0, 4]",34,There is only a heart.,0,undefined,response,There is only a note.,True,,,2,There is a spade.,True,True,,1315,"[1, 0]","[4, 2, 6]","[1, 0]",0,0,4144
"[3, 2, 8]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[7, 0, 1]",34,There are four triangles.,0,undefined,filler,There are four spades.,True,,,1,There are four circles.,True,True,,1320,"[0, 1]","[9, 6, 2]","[1, 0]",1,1,4119
"[7, 5, 9]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[0, 4, 5]",34,There are only four triangles.,1,undefined,response,There are only four circles.,True,,,2,There are four diamonds.,True,True,,1214,"[1, 0]","[9, 0, 2]","[0, 1]",0,0,5726
"[2, 6, 9]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[2, 7, 5]",34,There are four ticks.,0,undefined,response,There are four ticks.,True,,,1,There are four ticks.,True,True,,943,"[0, 1]","[2, 5, 9]","[1, 0]",0,1,3445
"[7, 9, 8]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[8, 7, 1]",34,There are only four triangles.,0,undefined,filler,There are only four circles.,True,,,2,There are four notes.,True,True,,1290,"[1, 0]","[9, 5, 1]","[1, 0]",1,0,3506
"[1, 4, 3]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[4, 1, 6]",34,There are four hearts.,0,undefined,response,There are four clubs.,True,,,0,There are four hearts.,True,True,,1010,"[1, 0]","[4, 6, 2]","[1, 0]",0,0,3771
"[1, 7, 2]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[2, 6, 1]",34,There is a diamond.,1,undefined,filler,There is a club.,True,,,0,There is a tick.,True,True,,1263,"[1, 0]","[0, 2, 9]","[0, 1]",1,0,4585
"[6, 0, 6]",,,exh-only,1,"[1, 0, 0]",1,7.612416666666666,2,"[2, 0, 0]","[5, 4, 7]",34,1 + 1 = ?,1,undefined,response,0 + 6 = ?,False,,,3,There is a square.,False,True,,1197,"[0, 1]","[2, 1, 1]","[0, 1]",0,0,3495
"[7, 6, 9]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[3, 7, 0]",34,Some of the symbols are hearts.,0,undefined,filler,Some of the symbols are circles.,True,,,1,Some of the symbols are spades.,True,True,,1531,"[1, 0]","[4, 6, 2]","[1, 0]",1,0,4274
"[2, 0, 2]",,,exh-only,1,"[4, 0, 0]",0,7.612416666666666,1,"[1, 0, 0]","[3, 0, 2]",34,6 + 1 = ?,0,undefined,response,0 + 2 = ?,True,,,3,There are four spades.,True,True,,1118,"[0, 1]","[7, 6, 1]","[1, 0]",0,1,3326
"[0, 1, 9]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[6, 3, 1]",34,Some of the symbols are clubs.,1,undefined,response,Some of the symbols are diamonds.,True,,,0,Some of the symbols are stars.,True,True,,1242,"[1, 0]","[1, 4, 5]","[0, 1]",0,0,3836
"[3, 5, 4]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[2, 8, 3]",34,Some of the symbols are clubs.,1,undefined,filler,Some of the symbols are spades.,True,,,1,Some of the symbols are ticks.,True,True,,1691,"[1, 0]","[1, 4, 2]","[0, 1]",1,0,6332
,1,,,,,,23.9882,,,,35,,,undefined,,,,"[0, 'Mary']",Mary,,,,,bot_check,,,,,,,
"[9, 1, 3]",,,exh-only,1,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[1, 6, 3]",35,There is a note.,1,undefined,filler,There is a triangle.,True,,,1,There is a club.,True,True,,3440,"[0, 1]","[8, 0, 4]","[0, 1]",1,1,12148
"[3, 6, 2]",,,exh-only,0,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[3, 2, 9]",35,There are four clubs.,1,undefined,filler,There are four spades.,True,,,1,There are four spades.,True,True,,2680,"[1, 0]","[1, 6, 4]","[0, 1]",1,0,9390
"[4, 9, 6]",,,exh-only,0,"[0, 0, 0]",0,23.9882,2,"[0, 0, 0]","[8, 1, 4]",35,There is a diamond.,0,undefined,filler,There is a heart.,True,,,0,There is a note.,True,True,,2267,"[1, 0]","[0, 1, 3]","[1, 0]",1,0,7154
"[0, 5, 7]",,,exh-only,1,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[7, 6, 4]",35,There is only a heart.,1,undefined,filler,There is only a diamond.,True,,,2,There is a circle.,True,True,,2021,"[0, 1]","[4, 0, 5]","[0, 1]",1,1,5736
"[9, 8, 3]",,,exh-only,0,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[9, 1, 7]",35,There is only a club.,1,undefined,response,There is only a triangle.,True,,,2,There is a triangle.,True,True,,3655,"[1, 0]","[1, 9, 8]","[0, 1]",0,0,7397
"[8, 7, 5]",,,exh-only,1,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[5, 2, 4]",35,Only some of the symbols are spades.,0,undefined,response,Only some of the symbols are notes.,True,,,2,Some of the symbols are squares.,True,True,,3822,"[0, 1]","[3, 6, 4]","[1, 0]",1,1,11357
"[5, 2, 6]",,,exh-only,0,"[0, 0, 0]",1,23.9882,0,"[0, 0, 0]","[3, 6, 5]",35,Some of the symbols are diamonds.,1,undefined,response,Some of the symbols are squares.,True,,,0,Some of the symbols are spades.,True,True,,6515,"[1, 0]","[0, 9, 3]","[0, 1]",1,0,16474
"[5, 0, 3]",,,exh-only,0,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[0, 3, 1]",35,Some of the symbols are triangles.,0,undefined,filler,Some of the symbols are squares.,True,,,1,Some of the symbols are diamonds.,True,True,,2183,"[1, 0]","[9, 0, 8]","[1, 0]",1,0,8121
"[9, 5, 7]",,,exh-only,1,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[3, 9, 0]",35,There is a square.,1,undefined,response,There is a triangle.,True,,,0,There is a spade.,True,True,,4184,"[0, 1]","[5, 7, 6]","[0, 1]",0,1,7951
"[4, 1, 8]",,,exh-only,1,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[2, 9, 0]",35,There are four diamonds.,1,undefined,response,There are four hearts.,True,,,0,There are four ticks.,True,True,,1941,"[0, 1]","[0, 9, 5]","[0, 1]",1,1,12272
"[2, 7, 4]",,,exh-only,0,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[7, 9, 4]",35,Some of the symbols are ticks.,0,undefined,filler,Some of the symbols are ticks.,True,,,1,Some of the symbols are circles.,True,True,,98549,"[1, 0]","[2, 0, 9]","[1, 0]",1,0,103365
"[9, 5, 2]",,,exh-only,1,"[0, 0, 0]",0,23.9882,1,"[0, 0, 0]","[8, 3, 4]",35,There are four ticks.,0,undefined,filler,There are four triangles.,True,,,0,There are four notes.,True,True,,1709,"[0, 1]","[2, 5, 6]","[1, 0]",1,1,5162
"[1, 0, 4]",,,exh-only,0,"[0, 0, 0]",0,23.9882,1,"[0, 0, 0]","[8, 1, 2]",35,There are only four clubs.,0,undefined,filler,There are only four clubs.,True,,,2,There are four notes.,True,True,,1625,"[1, 0]","[1, 2, 3]","[1, 0]",1,0,7721
"[5, 3, 0]",,,exh-only,1,"[0, 0, 0]",0,23.9882,1,"[0, 0, 0]","[5, 8, 2]",35,There are four diamonds.,0,undefined,filler,There are four squares.,True,,,1,There are four squares.,True,True,,1599,"[0, 1]","[0, 8, 7]","[1, 0]",1,1,5368
"[6, 1, 5]",,,exh-only,0,"[3, 0, 0]",1,23.9882,2,"[7, 0, 0]","[7, 9, 0]",35,9 + 6 = ?,0,undefined,response,1 + 5 = ?,False,,,3,There is a circle.,True,False,,2289,"[1, 0]","[15, 9, 6]","[1, 0]",0,0,6429
"[8, 5, 3]",,,exh-only,0,"[6, 0, 0]",0,23.9882,1,"[8, 0, 0]","[8, 3, 5]",35,3 + 4 = ?,0,undefined,filler,5 + 3 = ?,False,,,3,There are four notes.,False,True,,1579,"[1, 0]","[7, 3, 4]","[1, 0]",1,1,9009
"[3, 7, 0]",,,exh-only,0,"[0, 0, 0]",1,23.9882,0,"[0, 0, 0]","[7, 2, 6]",35,Some of the symbols are squares.,1,undefined,response,Some of the symbols are spades.,True,,,0,Some of the symbols are circles.,True,True,,2893,"[1, 0]","[5, 3, 8]","[0, 1]",1,0,7884
"[2, 3, 4]",,,exh-only,0,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[7, 6, 1]",35,There is only a spade.,1,undefined,response,There is only a tick.,True,,,2,There is a circle.,True,True,,2630,"[1, 0]","[3, 8, 1]","[0, 1]",0,0,7774
"[9, 3, 6]",,,exh-only,0,"[9, 0, 0]",1,23.9882,0,"[4, 0, 0]","[4, 8, 9]",35,8 + 2 = ?,0,undefined,response,3 + 6 = ?,False,,,3,Some of the symbols are hearts.,True,False,,4669,"[1, 0]","[10, 8, 2]","[1, 0]",1,0,8534
"[2, 7, 3]",,,exh-only,1,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[6, 2, 4]",35,Some of the symbols are stars.,0,undefined,response,Some of the symbols are ticks.,True,,,1,Some of the symbols are stars.,True,True,,2109,"[0, 1]","[6, 4, 7]","[1, 0]",1,1,6234
"[4, 9, 7]",,,exh-only,1,"[0, 0, 0]",1,23.9882,0,"[0, 0, 0]","[0, 5, 1]",35,Some of the symbols are spades.,1,undefined,filler,Some of the symbols are hearts.,True,,,1,Some of the symbols are diamonds.,True,True,,1807,"[0, 1]","[3, 8, 7]","[0, 1]",1,1,7656
"[6, 3, 9]",,,exh-only,0,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[3, 4, 1]",35,There are only four spades.,1,undefined,filler,There are only four stars.,True,,,2,There are four spades.,True,True,,1578,"[1, 0]","[3, 0, 4]","[0, 1]",1,0,4902
"[9, 8, 0]",,,exh-only,0,"[0, 0, 0]",0,23.9882,1,"[0, 0, 0]","[8, 6, 2]",35,There are four ticks.,0,undefined,response,There are four triangles.,True,,,1,There are four notes.,True,True,,2044,"[1, 0]","[2, 4, 3]","[1, 0]",1,0,5349
"[2, 3, 7]",,,exh-only,0,"[0, 0, 0]",0,23.9882,2,"[0, 0, 0]","[3, 5, 9]",35,There is a diamond.,0,undefined,filler,There is a tick.,True,,,1,There is a spade.,True,True,,1898,"[1, 0]","[0, 1, 7]","[1, 0]",1,0,8162
"[1, 6, 3]",,,exh-only,0,"[0, 0, 0]",1,23.9882,0,"[0, 0, 0]","[0, 7, 8]",35,Some of the symbols are stars.,1,undefined,filler,Some of the symbols are clubs.,True,,,0,Some of the symbols are diamonds.,True,True,,1773,"[1, 0]","[6, 2, 0]","[0, 1]",1,0,6952
"[6, 1, 8]",,,exh-only,1,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[6, 8, 7]",35,Only some of the symbols are squares.,0,undefined,response,Only some of the symbols are stars.,True,,,2,Some of the symbols are stars.,True,True,,2073,"[0, 1]","[5, 6, 4]","[1, 0]",1,1,6489
"[0, 0, 0]",,,exh-only,1,"[0, 0, 0]",1,23.9882,0,"[9, 0, 0]","[2, 7, 5]",35,0 + 3 = ?,1,undefined,response,0 + 0 = ?,False,,,3,Some of the symbols are ticks.,False,True,,1972,"[0, 1]","[3, 0, 3]","[0, 1]",1,0,4916
"[3, 6, 8]",,,exh-only,1,"[0, 0, 0]",0,23.9882,1,"[0, 0, 0]","[3, 0, 7]",35,There are four ticks.,0,undefined,filler,There are four spades.,True,,,1,There are four spades.,True,True,,1698,"[0, 1]","[2, 4, 5]","[1, 0]",1,1,6093
"[7, 5, 9]",,,exh-only,1,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[0, 7, 8]",35,There is a note.,1,undefined,filler,There is a circle.,True,,,1,There is a diamond.,True,True,,1504,"[0, 1]","[8, 9, 2]","[0, 1]",1,1,6014
"[4, 0, 4]",,,exh-only,0,"[6, 0, 0]",1,23.9882,0,"[1, 0, 0]","[6, 5, 8]",35,5 + 0 = ?,1,undefined,filler,0 + 4 = ?,True,,,3,Some of the symbols are stars.,True,True,,1596,"[1, 0]","[5, 5, 0]","[0, 1]",1,0,4294
"[12, 6, 6]",,,exh-only,1,"[5, 0, 0]",0,23.9882,1,"[8, 0, 0]","[4, 1, 3]",35,4 + 9 = ?,0,undefined,filler,6 + 6 = ?,True,,,3,There are four hearts.,True,True,,1527,"[0, 1]","[13, 4, 9]","[1, 0]",1,1,6213
"[9, 2, 7]",,,exh-only,1,"[3, 0, 0]",0,23.9882,2,"[6, 0, 0]","[8, 5, 6]",35,4 + 4 = ?,0,undefined,response,2 + 7 = ?,True,,,3,There is a note.,True,True,,2742,"[0, 1]","[8, 4, 4]","[1, 0]",0,1,5492
"[0, 0, 0]",,,exh-only,0,"[2, 0, 0]",1,23.9882,1,"[6, 0, 0]","[5, 9, 4]",35,6 + 3 = ?,1,undefined,filler,0 + 0 = ?,True,,,3,There are four squares.,True,True,,1566,"[1, 0]","[9, 6, 3]","[0, 1]",1,0,4191
"[12, 7, 5]",,,exh-only,0,"[4, 0, 0]",1,23.9882,0,"[9, 0, 0]","[8, 7, 0]",35,4 + 6 = ?,1,undefined,response,7 + 5 = ?,True,,,3,Some of the symbols are notes.,True,True,,2585,"[1, 0]","[10, 4, 6]","[0, 1]",1,0,6802
"[1, 2, 9]",,,exh-only,1,"[0, 0, 0]",0,23.9882,1,"[0, 0, 0]","[4, 9, 0]",35,There are four clubs.,0,undefined,response,There are four clubs.,True,,,1,There are four hearts.,True,True,,1719,"[0, 1]","[1, 5, 7]","[1, 0]",1,1,4921
"[2, 0, 8]",,,exh-only,1,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[5, 4, 3]",35,There are four clubs.,1,undefined,response,There are four ticks.,True,,,0,There are four squares.,True,True,,2674,"[0, 1]","[1, 8, 9]","[0, 1]",1,1,6056
"[1, 0, 9]",,,exh-only,0,"[0, 0, 0]",0,23.9882,2,"[0, 0, 0]","[3, 9, 1]",35,There is a star.,0,undefined,response,There is a club.,True,,,0,There is a spade.,True,True,,1893,"[1, 0]","[6, 3, 1]","[1, 0]",0,0,6017
"[0, 7, 3]",,,exh-only,1,"[0, 0, 0]",0,23.9882,2,"[0, 0, 0]","[2, 9, 5]",35,There is only a star.,0,undefined,response,There is only a diamond.,True,,,2,There is a tick.,True,True,,1749,"[0, 1]","[6, 3, 7]","[1, 0]",0,1,5353
"[4, 3, 1]",,,exh-only,1,"[3, 0, 0]",0,23.9882,1,"[8, 0, 0]","[0, 1, 3]",35,2 + 5 = ?,0,undefined,response,3 + 1 = ?,True,,,3,There are four diamonds.,True,True,,1431,"[0, 1]","[7, 2, 5]","[1, 0]",1,1,4393
"[3, 4, 5]",,,exh-only,1,"[0, 0, 0]",0,23.9882,2,"[0, 0, 0]","[8, 9, 1]",35,There is only a square.,0,undefined,filler,There is only a spade.,True,,,2,There is a note.,True,True,,3236,"[0, 1]","[5, 2, 7]","[1, 0]",1,1,6083
"[1, 5, 8]",,,exh-only,1,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[0, 1, 4]",35,There are four circles.,1,undefined,filler,There are four clubs.,True,,,0,There are four diamonds.,True,True,,1724,"[0, 1]","[7, 4, 3]","[0, 1]",1,1,6130
"[8, 1, 4]",,,exh-only,1,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[0, 6, 3]",35,There are four diamonds.,1,undefined,response,There are four notes.,True,,,1,There are four diamonds.,True,True,,1873,"[0, 1]","[0, 4, 2]","[0, 1]",1,1,4631
"[5, 6, 0]",,,exh-only,1,"[0, 0, 0]",1,23.9882,0,"[0, 0, 0]","[9, 2, 8]",35,Some of the symbols are stars.,1,undefined,response,Some of the symbols are squares.,True,,,0,Some of the symbols are triangles.,True,True,,2456,"[0, 1]","[6, 9, 1]","[0, 1]",1,1,7783
"[9, 8, 1]",,,exh-only,0,"[9, 0, 0]",1,23.9882,1,"[6, 0, 0]","[6, 4, 7]",35,7 + 5 = ?,0,undefined,response,8 + 1 = ?,False,,,3,There are four stars.,True,False,,1532,"[1, 0]","[12, 7, 5]","[1, 0]",1,0,4302
"[15, 7, 8]",,,exh-only,1,"[4, 0, 0]",1,23.9882,2,"[4, 0, 0]","[1, 5, 9]",35,7 + 8 = ?,1,undefined,filler,7 + 8 = ?,False,,,3,There is a club.,False,True,,1868,"[0, 1]","[15, 7, 8]","[0, 1]",1,0,5468
"[6, 7, 9]",,,exh-only,1,"[0, 0, 0]",0,23.9882,1,"[0, 0, 0]","[5, 2, 6]",35,There are only four hearts.,0,undefined,filler,There are only four stars.,True,,,2,There are four squares.,True,True,,1519,"[0, 1]","[4, 1, 6]","[1, 0]",1,1,4795
"[0, 1, 6]",,,exh-only,0,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[6, 7, 0]",35,There is a square.,1,undefined,response,There is a diamond.,True,,,0,There is a star.,True,True,,1426,"[1, 0]","[5, 2, 8]","[0, 1]",0,0,4405
"[1, 3, 0]",,,exh-only,1,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[8, 2, 1]",35,There are four ticks.,1,undefined,response,There are four clubs.,True,,,1,There are four notes.,True,True,,1515,"[0, 1]","[2, 4, 7]","[0, 1]",1,1,4395
"[6, 5, 1]",,,exh-only,1,"[3, 0, 0]",0,23.9882,1,"[1, 0, 0]","[7, 9, 0]",35,4 + 3 = ?,1,undefined,response,5 + 1 = ?,False,,,3,There are four circles.,True,False,,1851,"[0, 1]","[7, 4, 3]","[0, 1]",1,1,4941
"[3, 7, 2]",,,exh-only,0,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[4, 5, 2]",35,Some of the symbols are spades.,0,undefined,filler,Some of the symbols are spades.,True,,,0,Some of the symbols are hearts.,True,True,,1652,"[1, 0]","[3, 6, 7]","[1, 0]",1,0,5741
"[9, 5, 8]",,,exh-only,0,"[0, 0, 0]",1,23.9882,0,"[0, 0, 0]","[6, 4, 2]",35,Some of the symbols are notes.,1,undefined,response,Some of the symbols are triangles.,True,,,1,Some of the symbols are stars.,True,True,,1528,"[1, 0]","[8, 1, 4]","[0, 1]",1,0,5385
"[2, 6, 3]",,,exh-only,1,"[0, 0, 0]",1,23.9882,0,"[0, 0, 0]","[4, 2, 0]",35,Only some of the symbols are stars.,1,undefined,filler,Only some of the symbols are ticks.,True,,,2,Some of the symbols are hearts.,True,True,,1692,"[0, 1]","[6, 2, 8]","[0, 1]",1,1,6309
"[6, 7, 1]",,,exh-only,0,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[2, 4, 6]",35,Some of the symbols are triangles.,0,undefined,filler,Some of the symbols are stars.,True,,,1,Some of the symbols are ticks.,True,True,,1333,"[1, 0]","[9, 5, 1]","[1, 0]",1,0,5848
"[2, 7, 4]",,,exh-only,1,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[7, 1, 0]",35,There is a diamond.,1,undefined,response,There is a tick.,True,,,1,There is a circle.,True,True,,1658,"[0, 1]","[0, 7, 5]","[0, 1]",0,1,5352
"[6, 9, 4]",,,exh-only,0,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[4, 0, 3]",35,There is a diamond.,1,undefined,filler,There is a star.,True,,,0,There is a heart.,True,True,,1852,"[1, 0]","[0, 3, 8]","[0, 1]",1,0,6231
"[3, 9, 2]",,,exh-only,0,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[7, 6, 3]",35,Some of the symbols are clubs.,0,undefined,response,Some of the symbols are spades.,True,,,1,Some of the symbols are circles.,True,True,,1353,"[1, 0]","[1, 5, 4]","[1, 0]",1,0,5085
"[1, 0, 1]",,,exh-only,1,"[1, 0, 0]",0,23.9882,2,"[8, 0, 0]","[1, 3, 2]",35,3 + 2 = ?,0,undefined,response,0 + 1 = ?,True,,,3,There is a club.,True,True,,2825,"[0, 1]","[5, 3, 2]","[1, 0]",0,1,5458
"[7, 5, 0]",,,exh-only,0,"[0, 0, 0]",0,23.9882,2,"[0, 0, 0]","[2, 4, 8]",35,There is a heart.,0,undefined,filler,There is a circle.,True,,,0,There is a tick.,True,True,,2441,"[1, 0]","[4, 8, 9]","[1, 0]",1,0,5595
"[2, 9, 4]",,,exh-only,1,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[3, 7, 4]",35,There are four diamonds.,1,undefined,response,There are four ticks.,True,,,0,There are four spades.,True,True,,1962,"[0, 1]","[0, 7, 6]","[0, 1]",1,1,5889
"[2, 9, 0]",,,exh-only,0,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[7, 0, 5]",35,There are four notes.,1,undefined,filler,There are four ticks.,True,,,1,There are four circles.,True,True,,1251,"[1, 0]","[8, 9, 5]","[0, 1]",1,0,3820
"[1, 0, 5]",,,exh-only,1,"[0, 0, 0]",1,23.9882,0,"[0, 0, 0]","[9, 7, 3]",35,Only some of the symbols are triangles.,1,undefined,filler,Only some of the symbols are clubs.,True,,,2,Some of the symbols are triangles.,True,True,,1420,"[0, 1]","[9, 8, 0]","[0, 1]",1,1,5893
"[9, 2, 5]",,,exh-only,1,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[8, 6, 5]",35,Only some of the symbols are circles.,0,undefined,filler,Only some of the symbols are triangles.,True,,,2,Some of the symbols are notes.,True,True,,1682,"[0, 1]","[7, 4, 5]","[1, 0]",1,1,5202
"[2, 7, 8]",,,exh-only,0,"[0, 0, 0]",1,23.9882,1,"[0, 0, 0]","[5, 6, 7]",35,There are four clubs.,1,undefined,response,There are four ticks.,True,,,0,There are four squares.,True,True,,1930,"[1, 0]","[1, 4, 3]","[0, 1]",1,0,5425
"[5, 2, 6]",,,exh-only,1,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[2, 9, 3]",35,There is a triangle.,1,undefined,response,There is a square.,True,,,1,There is a tick.,True,True,,2394,"[0, 1]","[9, 7, 0]","[0, 1]",0,1,5483
"[8, 1, 7]",,,exh-only,1,"[6, 0, 0]",0,23.9882,0,"[7, 0, 0]","[6, 0, 1]",35,7 + 1 = ?,1,undefined,response,1 + 7 = ?,False,,,3,Some of the symbols are stars.,True,False,,1881,"[0, 1]","[8, 7, 1]","[0, 1]",1,1,4971
"[2, 1, 1]",,,exh-only,0,"[9, 0, 0]",0,23.9882,2,"[7, 0, 0]","[9, 4, 5]",35,2 + 2 = ?,1,undefined,filler,1 + 1 = ?,False,,,3,There is a triangle.,False,False,,1549,"[1, 0]","[4, 2, 2]","[0, 1]",1,1,4667
"[3, 6, 0]",,,exh-only,1,"[0, 0, 0]",1,23.9882,2,"[0, 0, 0]","[7, 1, 2]",35,There is a spade.,1,undefined,filler,There is a spade.,True,,,1,There is a circle.,True,True,,1535,"[0, 1]","[3, 1, 4]","[0, 1]",1,1,5730
"[10, 4, 6]",,,exh-only,1,"[3, 0, 0]",1,23.9882,1,"[2, 0, 0]","[0, 2, 6]",35,0 + 1 = ?,1,undefined,filler,4 + 6 = ?,False,,,3,There are four diamonds.,False,True,,2005,"[0, 1]","[1, 0, 1]","[0, 1]",1,0,4939
"[4, 2, 7]",,,exh-only,0,"[0, 0, 0]",0,23.9882,1,"[0, 0, 0]","[0, 7, 2]",35,There are only four stars.,0,undefined,response,There are only four hearts.,True,,,2,There are four diamonds.,True,True,,2367,"[1, 0]","[6, 7, 1]","[1, 0]",1,0,6015
"[11, 3, 8]",,,exh-only,1,"[1, 0, 0]",1,23.9882,2,"[9, 0, 0]","[6, 0, 4]",35,8 + 2 = ?,0,undefined,response,3 + 8 = ?,False,,,3,There is a star.,False,False,,2007,"[0, 1]","[10, 8, 2]","[1, 0]",0,0,5819
"[14, 5, 9]",,,exh-only,1,"[1, 0, 0]",1,23.9882,0,"[8, 0, 0]","[1, 0, 9]",35,5 + 8 = ?,1,undefined,filler,5 + 9 = ?,False,,,3,Some of the symbols are clubs.,False,True,,2044,"[0, 1]","[13, 5, 8]","[0, 1]",1,0,5557
"[15, 9, 6]",,,exh-only,1,"[5, 0, 0]",1,23.9882,1,"[0, 0, 0]","[0, 8, 2]",35,2 + 0 = ?,0,undefined,response,9 + 6 = ?,False,,,3,There are four diamonds.,False,False,,1355,"[0, 1]","[2, 2, 0]","[1, 0]",1,0,4041
"[9, 4, 3]",,,exh-only,0,"[0, 0, 0]",0,23.9882,0,"[0, 0, 0]","[6, 9, 7]",35,Some of the symbols are ticks.,0,undefined,response,Some of the symbols are triangles.,True,,,1,Some of the symbols are stars.,True,True,,1367,"[1, 0]","[2, 9, 4]","[1, 0]",1,0,6217
