btwncondition,correctPChoices,responseSentence,correctPTChoice,pOSentence,primeType,response,block_rt,slide_number,image,primeTShuffle,pTwrongAnswer,response_rt,pOChoice,responseSymbols,pOwrongAnswer,pTSymbols,audio,Answer.time_in_minutes,pOSymbols,primeStrength,primeOShuffle,pTChoice,goodPTChoice,Answer.condition,goodPOChoice,slide_type,pTSentence,responseChoice,trial_type,workerid,correctPOChoice
exh-only,True,Some of the symbols are clubs.,True,Only some of the symbols are stars.,0,,6272,,,"[0, 1]","[0, 0, 0]",1607,1,"[1, 5, 7]","[0, 0, 0]","[2, 8, 7]",,9.702016666666667,"[6, 9, 7]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are ticks.,1,filler,38,True
exh-only,True,There is a club.,True,There is a diamond.,2,,4536,,,"[1, 0]","[0, 0, 0]",1527,1,"[1, 2, 3]","[0, 0, 0]","[7, 0, 6]",,9.702016666666667,"[0, 9, 7]",0,"[0, 1]",0,0,undefined,1,,There is a circle.,0,response,38,True
exh-only,True,There is a circle.,True,There is a diamond.,2,,5519,,,"[0, 1]","[0, 0, 0]",2294,1,"[7, 3, 6]","[0, 0, 0]","[9, 2, 8]",,9.702016666666667,"[0, 3, 2]",1,"[0, 1]",1,1,undefined,1,,There is a triangle.,1,response,38,True
exh-only,False,Some of the symbols are diamonds.,False,0 + 6 = ?,0,,5520,,,"[1, 0]","[7, 0, 0]",3166,0,"[0, 4, 7]","[1, 0, 0]","[5, 2, 3]",,9.702016666666667,"[6, 0, 6]",3,"[0, 1]",1,0,undefined,1,,2 + 3 = ?,1,filler,38,False
exh-only,True,Some of the symbols are squares.,True,8 + 5 = ?,0,,3822,,,"[0, 1]","[6, 0, 0]",1718,0,"[5, 1, 3]","[1, 0, 0]","[5, 5, 0]",,9.702016666666667,"[13, 8, 5]",3,"[1, 0]",1,1,undefined,0,,5 + 0 = ?,1,filler,38,True
exh-only,True,There are four squares.,True,There are four notes.,1,,3863,,,"[1, 0]","[0, 0, 0]",1790,0,"[5, 4, 2]","[0, 0, 0]","[2, 0, 6]",,9.702016666666667,"[8, 1, 2]",1,"[1, 0]",0,0,undefined,0,,There are four ticks.,1,response,38,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are squares.,0,,6343,,,"[1, 0]","[0, 0, 0]",2070,1,"[2, 3, 1]","[0, 0, 0]","[5, 1, 2]",,9.702016666666667,"[5, 4, 2]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are squares.,1,response,38,True
exh-only,True,There are four notes.,True,There are four triangles.,1,,5183,,,"[0, 1]","[0, 0, 0]",1470,0,"[8, 0, 2]","[0, 0, 0]","[9, 3, 5]",,9.702016666666667,"[9, 5, 6]",0,"[1, 0]",1,1,undefined,0,,There are four triangles.,1,filler,38,True
exh-only,True,There is a note.,True,There is a club.,2,,4744,,,"[0, 1]","[0, 0, 0]",1711,0,"[8, 6, 5]","[0, 0, 0]","[6, 1, 4]",,9.702016666666667,"[1, 4, 2]",0,"[1, 0]",1,1,undefined,0,,There is a star.,1,response,38,True
exh-only,True,There is a note.,True,There is a tick.,2,,3575,,,"[1, 0]","[0, 0, 0]",1102,0,"[8, 1, 3]","[0, 0, 0]","[5, 4, 2]",,9.702016666666667,"[2, 7, 9]",1,"[1, 0]",0,0,undefined,0,,There is a square.,1,filler,38,True
exh-only,True,Some of the symbols are diamonds.,True,Only some of the symbols are triangles.,0,,8591,,,"[0, 1]","[0, 0, 0]",1917,1,"[0, 7, 8]","[0, 0, 0]","[0, 1, 3]",,9.702016666666667,"[9, 1, 5]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are diamonds.,1,response,38,True
exh-only,True,There are four notes.,True,There are only four clubs.,1,,3167,,,"[1, 0]","[0, 0, 0]",1214,1,"[8, 5, 2]","[0, 0, 0]","[9, 3, 8]",,9.702016666666667,"[1, 0, 8]",2,"[0, 1]",0,0,undefined,1,,There are only four triangles.,1,filler,38,True
exh-only,False,There are four spades.,False,4 + 9 = ?,1,,3231,,,"[1, 0]","[2, 0, 0]",1102,0,"[3, 4, 0]","[8, 0, 0]","[9, 9, 0]",,9.702016666666667,"[13, 4, 9]",3,"[1, 0]",1,0,undefined,0,,9 + 0 = ?,1,filler,38,True
exh-only,True,There are four circles.,True,There are only four triangles.,1,,3048,,,"[1, 0]","[0, 0, 0]",1050,0,"[7, 3, 9]","[0, 0, 0]","[8, 3, 5]",,9.702016666666667,"[9, 7, 1]",2,"[1, 0]",0,0,undefined,0,,There are only four notes.,1,response,38,True
exh-only,True,There is a heart.,True,There is a square.,2,,8323,,,"[1, 0]","[0, 0, 0]",5234,0,"[4, 0, 7]","[0, 0, 0]","[6, 0, 3]",,9.702016666666667,"[5, 1, 7]",0,"[1, 0]",0,0,undefined,0,,There is a star.,1,response,38,True
exh-only,True,Some of the symbols are triangles.,True,Some of the symbols are diamonds.,0,,11159,,,"[1, 0]","[0, 0, 0]",1494,1,"[9, 2, 4]","[0, 0, 0]","[3, 7, 1]",,9.702016666666667,"[0, 4, 7]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are spades.,1,response,38,True
exh-only,True,Some of the symbols are circles.,True,5 + 1 = ?,0,,3744,,,"[1, 0]","[0, 0, 0]",1374,1,"[7, 5, 9]","[7, 0, 0]","[1, 1, 0]",,9.702016666666667,"[6, 5, 1]",3,"[0, 1]",0,0,undefined,1,,1 + 0 = ?,1,response,38,True
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are hearts.,0,,4016,,,"[1, 0]","[0, 0, 0]",1215,1,"[0, 4, 2]","[0, 0, 0]","[9, 4, 2]",,9.702016666666667,"[4, 2, 6]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are triangles.,1,filler,38,True
exh-only,False,Some of the symbols are ticks.,False,6 + 5 = ?,0,,3280,,,"[1, 0]","[5, 0, 0]",1431,0,"[2, 0, 6]","[1, 0, 0]","[10, 1, 9]",,9.702016666666667,"[11, 6, 5]",3,"[0, 1]",1,0,undefined,1,,1 + 9 = ?,1,response,38,False
exh-only,False,There are four squares.,True,3 + 1 = ?,1,,3352,,,"[1, 0]","[5, 0, 0]",1207,1,"[5, 7, 4]","[5, 0, 0]","[7, 2, 5]",,9.702016666666667,"[4, 3, 1]",3,"[1, 0]",0,0,undefined,0,,2 + 5 = ?,1,response,38,False
exh-only,True,There is a triangle.,True,There is a star.,2,,3615,,,"[0, 1]","[0, 0, 0]",1261,1,"[9, 6, 0]","[0, 0, 0]","[8, 0, 4]",,9.702016666666667,"[6, 7, 8]",1,"[0, 1]",1,1,undefined,1,,There is a note.,1,filler,38,True
exh-only,False,Some of the symbols are triangles.,False,0 + 7 = ?,0,,3296,,,"[0, 1]","[7, 0, 0]",1311,1,"[9, 7, 2]","[5, 0, 0]","[14, 6, 8]",,9.702016666666667,"[7, 0, 7]",3,"[1, 0]",0,1,undefined,0,,6 + 8 = ?,1,response,38,False
exh-only,True,There is a diamond.,True,There is only a tick.,2,,3054,,,"[0, 1]","[0, 0, 0]",1102,1,"[0, 6, 4]","[0, 0, 0]","[4, 0, 1]",,9.702016666666667,"[2, 4, 3]",2,"[0, 1]",1,1,undefined,1,,There is only a heart.,1,response,38,True
exh-only,False,There are four stars.,True,9 + 0 = ?,1,,2937,,,"[1, 0]","[3, 0, 0]",1023,1,"[6, 5, 4]","[8, 0, 0]","[10, 9, 1]",,9.702016666666667,"[9, 9, 0]",3,"[1, 0]",0,0,undefined,0,,9 + 1 = ?,1,response,38,False
exh-only,True,Some of the symbols are triangles.,True,3 + 7 = ?,0,,3600,,,"[0, 1]","[9, 0, 0]",1047,0,"[9, 1, 3]","[7, 0, 0]","[8, 3, 5]",,9.702016666666667,"[10, 3, 7]",3,"[1, 0]",1,1,undefined,0,,3 + 5 = ?,1,response,38,True
exh-only,True,There is a tick.,True,4 + 6 = ?,2,,3072,,,"[0, 1]","[0, 0, 0]",1439,0,"[2, 8, 1]","[2, 0, 0]","[5, 2, 3]",,9.702016666666667,"[10, 4, 6]",3,"[1, 0]",1,1,undefined,0,,2 + 3 = ?,1,filler,38,True
exh-only,False,There are four stars.,False,2 + 1 = ?,1,,2688,,,"[1, 0]","[8, 0, 0]",847,0,"[6, 7, 3]","[4, 0, 0]","[15, 9, 6]",,9.702016666666667,"[3, 2, 1]",3,"[1, 0]",1,0,undefined,0,,9 + 6 = ?,1,response,38,True
exh-only,False,There is a tick.,False,5 + 8 = ?,2,,4128,,,"[0, 1]","[8, 0, 0]",1391,1,"[2, 6, 9]","[6, 0, 0]","[2, 2, 0]",,9.702016666666667,"[13, 5, 8]",3,"[0, 1]",0,1,undefined,1,,2 + 0 = ?,1,filler,38,True
exh-only,False,There is a heart.,False,0 + 1 = ?,2,,3912,,,"[1, 0]","[5, 0, 0]",1183,1,"[4, 3, 2]","[1, 0, 0]","[10, 9, 1]",,9.702016666666667,"[1, 0, 1]",3,"[0, 1]",1,0,undefined,1,,9 + 1 = ?,1,filler,38,True
exh-only,True,Some of the symbols are spades.,True,Only some of the symbols are circles.,0,,5349,,,"[1, 0]","[0, 0, 0]",1335,1,"[3, 6, 1]","[0, 0, 0]","[7, 5, 9]",,9.702016666666667,"[7, 6, 4]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are circles.,1,filler,38,True
exh-only,True,There is a tick.,True,8 + 1 = ?,2,,2935,,,"[1, 0]","[5, 0, 0]",1079,1,"[2, 5, 4]","[2, 0, 0]","[16, 7, 9]",,9.702016666666667,"[9, 8, 1]",3,"[0, 1]",0,0,undefined,1,,7 + 9 = ?,1,response,38,True
exh-only,True,There is a triangle.,True,3 + 0 = ?,2,,3239,,,"[0, 1]","[0, 0, 0]",1270,0,"[9, 3, 6]","[6, 0, 0]","[17, 9, 8]",,9.702016666666667,"[3, 3, 0]",3,"[1, 0]",1,1,undefined,0,,9 + 8 = ?,1,response,38,True
exh-only,True,There is a triangle.,True,There is a diamond.,2,,2992,,,"[0, 1]","[0, 0, 0]",1006,1,"[9, 4, 8]","[0, 0, 0]","[7, 3, 6]",,9.702016666666667,"[0, 8, 9]",1,"[0, 1]",1,1,undefined,1,,There is a circle.,1,response,38,True
exh-only,True,There is a tick.,True,There is a heart.,2,,3168,,,"[0, 1]","[0, 0, 0]",1079,1,"[2, 8, 1]","[0, 0, 0]","[6, 3, 5]",,9.702016666666667,"[4, 7, 1]",1,"[0, 1]",1,1,undefined,1,,There is a star.,1,filler,38,True
exh-only,True,There are four circles.,True,There are four stars.,1,,3152,,,"[1, 0]","[0, 0, 0]",1094,0,"[7, 9, 4]","[0, 0, 0]","[9, 4, 0]",,9.702016666666667,"[6, 7, 1]",1,"[1, 0]",0,0,undefined,0,,There are four triangles.,1,filler,38,True
exh-only,True,There is a square.,True,There is only a spade.,2,,4935,,,"[1, 0]","[0, 0, 0]",2015,1,"[5, 3, 9]","[0, 0, 0]","[2, 6, 4]",,9.702016666666667,"[3, 9, 2]",2,"[0, 1]",0,0,undefined,1,,There is only a tick.,1,filler,38,True
exh-only,True,Some of the symbols are spades.,True,Some of the symbols are triangles.,0,,12080,,,"[1, 0]","[0, 0, 0]",1671,0,"[3, 9, 2]","[0, 0, 0]","[0, 3, 4]",,9.702016666666667,"[9, 6, 4]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are diamonds.,1,response,38,True
exh-only,False,There is a triangle.,True,8 + 5 = ?,2,,2792,,,"[0, 1]","[1, 0, 0]",982,0,"[9, 4, 2]","[9, 0, 0]","[10, 3, 7]",,9.702016666666667,"[13, 8, 5]",3,"[0, 1]",1,1,undefined,1,,3 + 7 = ?,1,filler,38,False
exh-only,True,There is a heart.,True,There is a tick.,2,,3304,,,"[0, 1]","[0, 0, 0]",1078,0,"[4, 6, 7]","[0, 0, 0]","[7, 9, 0]",,9.702016666666667,"[2, 3, 6]",0,"[1, 0]",1,1,undefined,0,,There is a circle.,1,filler,38,True
exh-only,True,There is a star.,True,There is a diamond.,2,,3274,,,"[1, 0]","[0, 0, 0]",1065,0,"[6, 9, 2]","[0, 0, 0]","[8, 4, 5]",,9.702016666666667,"[0, 3, 4]",0,"[1, 0]",0,0,undefined,0,,There is a note.,1,filler,38,True
exh-only,True,There are four hearts.,True,There are only four hearts.,1,,3070,,,"[1, 0]","[0, 0, 0]",1007,1,"[4, 2, 6]","[0, 0, 0]","[1, 4, 2]",,9.702016666666667,"[4, 9, 7]",2,"[0, 1]",0,0,undefined,1,,There are only four clubs.,1,response,38,True
exh-only,False,There are four stars.,True,4 + 7 = ?,1,,3135,,,"[1, 0]","[5, 0, 0]",1047,1,"[6, 1, 0]","[6, 0, 0]","[10, 2, 8]",,9.702016666666667,"[11, 4, 7]",3,"[1, 0]",0,0,undefined,0,,2 + 8 = ?,1,filler,38,False
exh-only,True,There is a square.,True,There is a tick.,2,,3560,,,"[0, 1]","[0, 0, 0]",1119,0,"[5, 3, 8]","[0, 0, 0]","[0, 5, 3]",,9.702016666666667,"[2, 1, 6]",0,"[1, 0]",1,1,undefined,0,,There is a diamond.,1,filler,38,True
exh-only,True,Some of the symbols are spades.,True,Some of the symbols are notes.,0,,5256,,,"[1, 0]","[0, 0, 0]",1735,0,"[3, 2, 9]","[0, 0, 0]","[6, 8, 7]",,9.702016666666667,"[8, 7, 0]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are stars.,1,response,38,True
exh-only,True,There is a spade.,True,There is only a square.,2,,3399,,,"[0, 1]","[0, 0, 0]",1142,0,"[3, 2, 8]","[0, 0, 0]","[5, 1, 6]",,9.702016666666667,"[5, 3, 9]",2,"[1, 0]",1,1,undefined,0,,There is only a square.,1,response,38,True
exh-only,True,There is a heart.,True,There is a star.,2,,4431,,,"[0, 1]","[0, 0, 0]",1918,1,"[4, 7, 2]","[0, 0, 0]","[0, 9, 2]",,9.702016666666667,"[6, 2, 4]",0,"[0, 1]",1,1,undefined,1,,There is a diamond.,1,response,38,True
exh-only,True,There are four ticks.,True,There are four spades.,1,,3447,,,"[0, 1]","[0, 0, 0]",1198,1,"[2, 4, 1]","[0, 0, 0]","[7, 0, 4]",,9.702016666666667,"[3, 1, 7]",0,"[0, 1]",1,1,undefined,1,,There are four circles.,1,response,38,True
exh-only,True,Some of the symbols are diamonds.,True,Only some of the symbols are spades.,0,,6199,,,"[1, 0]","[0, 0, 0]",1638,1,"[0, 3, 4]","[0, 0, 0]","[0, 2, 4]",,9.702016666666667,"[3, 0, 7]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are diamonds.,1,response,38,True
exh-only,False,There are four ticks.,False,1 + 5 = ?,1,,3184,,,"[0, 1]","[0, 0, 0]",935,1,"[2, 1, 9]","[7, 0, 0]","[8, 6, 2]",,9.702016666666667,"[6, 1, 5]",3,"[1, 0]",0,1,undefined,0,,6 + 2 = ?,1,filler,38,False
exh-only,True,There are four squares.,True,There are only four ticks.,1,,2920,,,"[1, 0]","[0, 0, 0]",911,0,"[5, 1, 7]","[0, 0, 0]","[4, 1, 2]",,9.702016666666667,"[2, 3, 7]",2,"[1, 0]",0,0,undefined,0,,There are only four hearts.,1,filler,38,True
exh-only,True,There are four spades.,True,There are four squares.,1,,3456,,,"[0, 1]","[0, 0, 0]",1063,0,"[3, 2, 0]","[0, 0, 0]","[7, 3, 2]",,9.702016666666667,"[5, 1, 0]",1,"[1, 0]",1,1,undefined,0,,There are four circles.,1,response,38,True
exh-only,True,There is a circle.,True,There is only a tick.,2,,5224,,,"[1, 0]","[0, 0, 0]",3303,1,"[7, 4, 5]","[0, 0, 0]","[2, 1, 3]",,9.702016666666667,"[2, 8, 3]",2,"[0, 1]",0,0,undefined,1,,There is only a tick.,1,response,38,True
exh-only,True,Some of the symbols are squares.,True,Some of the symbols are ticks.,0,,5656,,,"[1, 0]","[0, 0, 0]",1591,0,"[5, 7, 4]","[0, 0, 0]","[8, 1, 9]",,9.702016666666667,"[2, 6, 4]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are notes.,1,filler,38,True
exh-only,True,There are four stars.,True,There are four notes.,1,,3216,,,"[1, 0]","[0, 0, 0]",1031,0,"[6, 2, 5]","[0, 0, 0]","[2, 5, 4]",,9.702016666666667,"[8, 1, 7]",1,"[1, 0]",0,0,undefined,0,,There are four ticks.,1,response,38,True
exh-only,True,Some of the symbols are clubs.,True,Some of the symbols are stars.,0,,4704,,,"[0, 1]","[0, 0, 0]",1655,1,"[1, 8, 5]","[0, 0, 0]","[3, 6, 8]",,9.702016666666667,"[6, 2, 0]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are spades.,1,response,38,True
exh-only,True,Some of the symbols are clubs.,True,Some of the symbols are triangles.,0,,4944,,,"[0, 1]","[0, 0, 0]",1463,0,"[1, 7, 3]","[0, 0, 0]","[0, 6, 8]",,9.702016666666667,"[9, 0, 3]",1,"[1, 0]",1,1,undefined,0,,Some of the symbols are diamonds.,1,response,38,True
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are stars.,0,,4472,,,"[1, 0]","[0, 0, 0]",1047,1,"[6, 9, 7]","[0, 0, 0]","[8, 6, 1]",,9.702016666666667,"[6, 4, 3]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are notes.,1,filler,38,True
exh-only,True,There are four stars.,True,There are only four spades.,1,,3040,,,"[0, 1]","[0, 0, 0]",1103,1,"[6, 2, 9]","[0, 0, 0]","[6, 4, 8]",,9.702016666666667,"[3, 6, 5]",2,"[0, 1]",1,1,undefined,1,,There are only four stars.,1,filler,38,True
exh-only,True,There are four squares.,True,There are four stars.,1,,3160,,,"[1, 0]","[0, 0, 0]",959,1,"[5, 2, 7]","[0, 0, 0]","[1, 2, 3]",,9.702016666666667,"[6, 0, 4]",1,"[0, 1]",0,0,undefined,1,,There are four clubs.,1,filler,38,True
exh-only,False,There are four spades.,False,There are four triangles.,1,,3112,,,"[1, 0]","[0, 0, 0]",1023,1,"[3, 7, 2]","[0, 0, 0]","[9, 5, 8]",,9.702016666666667,"[9, 6, 8]",0,"[0, 1]",1,0,undefined,1,,There are four triangles.,1,response,38,True
exh-only,False,There are four clubs.,True,There are four ticks.,1,,3512,,,"[0, 1]","[0, 0, 0]",1031,1,"[1, 5, 9]","[0, 0, 0]","[9, 4, 3]",,9.702016666666667,"[2, 6, 3]",0,"[1, 0]",1,1,undefined,0,,There are four triangles.,1,response,38,False
exh-only,False,Some of the symbols are spades.,True,2 + 4 = ?,0,,2944,,,"[1, 0]","[4, 0, 0]",951,1,"[3, 0, 7]","[9, 0, 0]","[12, 3, 9]",,9.702016666666667,"[6, 2, 4]",3,"[1, 0]",0,0,undefined,0,,3 + 9 = ?,1,filler,38,False
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are ticks.,0,,3891,,,"[1, 0]","[0, 0, 0]",1066,0,"[4, 1, 3]","[0, 0, 0]","[8, 4, 0]",,9.702016666666667,"[2, 0, 9]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are notes.,1,response,38,True
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are ticks.,0,,3973,,,"[0, 1]","[0, 0, 0]",1327,1,"[8, 5, 3]","[0, 0, 0]","[0, 9, 7]",,9.702016666666667,"[2, 6, 8]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are diamonds.,1,filler,38,True
exh-only,False,There are four spades.,True,There are four spades.,1,,3480,,,"[0, 1]","[0, 0, 0]",910,1,"[3, 8, 6]","[0, 0, 0]","[7, 5, 6]",,9.702016666666667,"[3, 2, 9]",0,"[1, 0]",1,1,undefined,0,,There are four circles.,1,filler,38,False
exh-only,True,There is a club.,True,There is only a triangle.,2,,3568,,,"[0, 1]","[0, 0, 0]",1447,1,"[1, 3, 2]","[0, 0, 0]","[0, 6, 5]",,9.702016666666667,"[9, 3, 5]",2,"[0, 1]",1,1,undefined,1,,There is only a diamond.,1,response,38,True
exh-only,True,There are four circles.,True,4 + 2 = ?,1,,2560,,,"[1, 0]","[1, 0, 0]",895,1,"[7, 3, 5]","[8, 0, 0]","[9, 9, 0]",,9.702016666666667,"[6, 4, 2]",3,"[0, 1]",0,0,undefined,1,,9 + 0 = ?,1,filler,38,True
exh-only,False,Some of the symbols are circles.,False,3 + 8 = ?,0,,2984,,,"[1, 0]","[6, 0, 0]",1111,0,"[7, 0, 2]","[4, 0, 0]","[15, 9, 6]",,9.702016666666667,"[11, 3, 8]",3,"[1, 0]",1,0,undefined,0,,9 + 6 = ?,1,filler,38,True
exh-only,False,There are four stars.,False,There are four hearts.,1,,3784,,,"[1, 0]","[0, 0, 0]",1063,1,"[6, 2, 3]","[0, 0, 0]","[8, 0, 5]",,9.702016666666667,"[4, 9, 8]",0,"[0, 1]",1,0,undefined,1,,There are four notes.,1,filler,38,True
exh-only,True,Some of the symbols are circles.,True,Some of the symbols are ticks.,0,,6672,,,"[1, 0]","[0, 0, 0]",983,0,"[7, 8, 9]","[0, 0, 0]","[5, 6, 2]",,9.702016666666667,"[2, 4, 7]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are squares.,1,filler,38,True
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are clubs.,0,,4472,,,"[1, 0]","[0, 0, 0]",1055,1,"[0, 1, 6]","[0, 0, 0]","[4, 7, 0]",,9.702016666666667,"[1, 6, 2]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are hearts.,1,filler,38,True
exh-only,True,Some of the symbols are squares.,True,Some of the symbols are triangles.,0,,3880,,,"[0, 1]","[0, 0, 0]",1383,1,"[5, 3, 8]","[0, 0, 0]","[3, 2, 8]",,9.702016666666667,"[9, 1, 5]",0,"[0, 1]",1,1,undefined,1,,Some of the symbols are spades.,1,filler,38,True
exh-only,False,There are four spades.,True,There are four ticks.,1,,2864,,,"[0, 1]","[0, 0, 0]",927,1,"[3, 4, 5]","[0, 0, 0]","[4, 3, 6]",,9.702016666666667,"[2, 6, 9]",0,"[1, 0]",1,1,undefined,0,,There are four hearts.,1,response,38,False
exh-only,True,There is a square.,True,There is a triangle.,2,,3008,,,"[0, 1]","[0, 0, 0]",1079,1,"[5, 6, 3]","[0, 0, 0]","[6, 5, 1]",,9.702016666666667,"[9, 5, 7]",1,"[0, 1]",1,1,undefined,1,,There is a star.,1,response,38,True
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are diamonds.,0,,4224,,,"[0, 1]","[0, 0, 0]",1359,1,"[7, 4, 9]","[0, 0, 0]","[9, 7, 4]",,9.702016666666667,"[0, 6, 3]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are triangles.,1,response,38,True
exh-only,True,There is a triangle.,True,There is a note.,2,,2958,,,"[1, 0]","[0, 0, 0]",933,1,"[9, 7, 3]","[0, 0, 0]","[1, 9, 8]",,9.702016666666667,"[8, 4, 6]",1,"[0, 1]",0,0,undefined,1,,There is a club.,1,filler,38,True
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are notes.,0,,3994,,,"[1, 0]","[0, 0, 0]",991,0,"[7, 3, 4]","[0, 0, 0]","[2, 7, 6]",,9.702016666666667,"[8, 3, 5]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are ticks.,1,filler,38,True
,,,,,,"[0, 'Barbara']",,1,Barbara,,,,,,,,,13.60675,,,,,,undefined,,bot_check,,,,39,
exh-only,True,There is a heart.,True,There is only a tick.,2,,7743,,,"[1, 0]","[0, 0, 0]",2344,1,"[4, 6, 0]","[0, 0, 0]","[6, 2, 1]",,13.60675,"[2, 0, 8]",2,"[0, 1]",0,0,undefined,1,,There is only a star.,0,response,39,True
exh-only,True,There is a triangle.,True,There is only a heart.,2,,9886,,,"[1, 0]","[0, 0, 0]",2195,1,"[9, 7, 2]","[0, 0, 0]","[4, 7, 1]",,13.60675,"[4, 3, 1]",2,"[0, 1]",0,0,undefined,1,,There is only a heart.,0,response,39,True
exh-only,True,There is a square.,True,6 + 4 = ?,2,,8317,,,"[0, 1]","[7, 0, 0]",3710,0,"[5, 7, 2]","[2, 0, 0]","[4, 4, 0]",,13.60675,"[10, 6, 4]",3,"[1, 0]",1,1,undefined,0,,4 + 0 = ?,0,response,39,True
exh-only,True,There are four notes.,True,There are only four spades.,1,,11875,,,"[1, 0]","[0, 0, 0]",6552,1,"[8, 2, 1]","[0, 0, 0]","[9, 1, 8]",,13.60675,"[3, 5, 9]",2,"[0, 1]",0,0,undefined,1,,There are only four triangles.,1,response,39,True
exh-only,True,There is a circle.,True,There is a heart.,2,,5254,,,"[0, 1]","[0, 0, 0]",1534,0,"[7, 0, 8]","[0, 0, 0]","[9, 7, 0]",,13.60675,"[4, 1, 5]",1,"[1, 0]",1,1,undefined,0,,There is a triangle.,0,response,39,True
exh-only,True,There are four clubs.,True,There are four diamonds.,1,,10473,,,"[1, 0]","[0, 0, 0]",2011,0,"[1, 4, 6]","[0, 0, 0]","[9, 6, 4]",,13.60675,"[0, 5, 4]",0,"[1, 0]",0,0,undefined,0,,There are four triangles.,1,filler,39,True
exh-only,True,Some of the symbols are squares.,True,Some of the symbols are notes.,0,,6677,,,"[1, 0]","[0, 0, 0]",2367,0,"[5, 9, 4]","[0, 0, 0]","[0, 7, 9]",,13.60675,"[8, 4, 9]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are diamonds.,1,filler,39,True
exh-only,True,There are four notes.,True,4 + 6 = ?,1,,4810,,,"[0, 1]","[6, 0, 0]",1552,0,"[8, 3, 6]","[1, 0, 0]","[7, 4, 3]",,13.60675,"[10, 4, 6]",3,"[1, 0]",1,1,undefined,0,,4 + 3 = ?,0,response,39,True
exh-only,False,There are four ticks.,False,7 + 8 = ?,1,,6626,,,"[0, 1]","[1, 0, 0]",2883,1,"[2, 8, 0]","[6, 0, 0]","[10, 8, 2]",,13.60675,"[15, 7, 8]",3,"[1, 0]",0,1,undefined,0,,8 + 2 = ?,1,filler,39,False
exh-only,True,There is a tick.,True,There is a triangle.,2,,5131,,,"[1, 0]","[0, 0, 0]",1823,1,"[2, 4, 0]","[0, 0, 0]","[3, 8, 1]",,13.60675,"[9, 6, 4]",1,"[0, 1]",0,0,undefined,1,,There is a spade.,1,filler,39,True
exh-only,True,There is a spade.,True,There is only a spade.,2,,8105,,,"[1, 0]","[0, 0, 0]",4064,0,"[3, 9, 1]","[0, 0, 0]","[4, 9, 6]",,13.60675,"[3, 6, 5]",2,"[1, 0]",0,0,undefined,0,,There is only a heart.,1,response,39,True
exh-only,True,There is a club.,True,There is a note.,2,,11819,,,"[1, 0]","[0, 0, 0]",1729,0,"[1, 9, 4]","[0, 0, 0]","[3, 1, 9]",,13.60675,"[8, 6, 7]",1,"[1, 0]",0,0,undefined,0,,There is a spade.,1,response,39,True
exh-only,False,Some of the symbols are clubs.,False,8 + 7 = ?,0,,12595,,,"[1, 0]","[9, 0, 0]",9367,0,"[1, 9, 2]","[4, 0, 0]","[4, 3, 1]",,13.60675,"[15, 8, 7]",3,"[1, 0]",1,0,undefined,0,,3 + 1 = ?,1,filler,39,True
exh-only,False,Some of the symbols are ticks.,False,Some of the symbols are triangles.,0,,7570,,,"[0, 1]","[0, 0, 0]",3114,1,"[2, 3, 7]","[0, 0, 0]","[5, 4, 0]",,13.60675,"[9, 4, 5]",1,"[1, 0]",0,1,undefined,0,,Some of the symbols are squares.,1,filler,39,False
exh-only,True,There are four hearts.,True,There are four squares.,1,,5647,,,"[0, 1]","[0, 0, 0]",1959,1,"[4, 6, 1]","[0, 0, 0]","[0, 2, 3]",,13.60675,"[5, 4, 9]",1,"[0, 1]",1,1,undefined,1,,There are four diamonds.,1,response,39,True
