image,primeOShuffle,btwncondition,audio,goodPTChoice,pOwrongAnswer,responseChoice,correctPTChoice,primeTShuffle,pTChoice,correctPChoices,Answer.condition,response_rt,pOChoice,Answer.time_in_minutes,pTSymbols,goodPOChoice,pOSentence,responseSentence,primeStrength,pTwrongAnswer,slide_number,correctPOChoice,trial_type,slide_type,response,primeType,pOSymbols,workerid,responseSymbols,block_rt,pTSentence
,"[0, 1]",exh-only,,0,"[8, 0, 0]",1,True,"[1, 0]",0,True,undefined,1736,1,15.5567,"[14, 9, 5]",1,6 + 2 = ?,Some of the symbols are notes.,3,"[2, 0, 0]",,True,filler,,,0,"[8, 6, 2]",38,"[8, 6, 3]",4584,9 + 5 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,1319,1,15.5567,"[6, 1, 5]",0,1 + 1 = ?,Some of the symbols are circles.,3,"[3, 0, 0]",,False,response,,,0,"[2, 1, 1]",38,"[7, 1, 0]",3231,1 + 5 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1471,0,15.5567,"[3, 6, 2]",0,There is only a club.,There is a heart.,2,"[0, 0, 0]",,True,filler,,,2,"[1, 0, 2]",38,"[4, 0, 2]",5231,There is only a spade.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1280,0,15.5567,"[1, 6, 5]",0,There are four hearts.,There are four clubs.,0,"[0, 0, 0]",,True,filler,,,1,"[4, 2, 9]",38,"[1, 0, 5]",3552,There are four clubs.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1087,0,15.5567,"[5, 9, 4]",0,Only some of the symbols are squares.,Some of the symbols are ticks.,2,"[0, 0, 0]",,True,filler,,,0,"[5, 9, 8]",38,"[2, 0, 7]",5903,Only some of the symbols are squares.
,"[1, 0]",exh-only,,1,"[9, 0, 0]",1,False,"[0, 1]",0,False,undefined,5311,0,15.5567,"[9, 9, 0]",0,6 + 2 = ?,Some of the symbols are triangles.,3,"[9, 0, 0]",,True,filler,,,0,"[8, 6, 2]",38,"[9, 2, 5]",9703,9 + 0 = ?
,"[0, 1]",exh-only,,1,"[5, 0, 0]",0,False,"[0, 1]",0,False,undefined,4543,1,15.5567,"[16, 9, 7]",1,9 + 8 = ?,There is a diamond.,3,"[5, 0, 0]",,True,response,,,2,"[17, 9, 8]",38,"[0, 5, 7]",7448,9 + 7 = ?
,"[0, 1]",exh-only,,0,"[3, 0, 0]",1,False,"[1, 0]",1,False,undefined,4280,0,15.5567,"[12, 4, 8]",1,7 + 5 = ?,There is a triangle.,3,"[8, 0, 0]",,False,filler,,,2,"[12, 7, 5]",38,"[9, 5, 8]",12001,4 + 8 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2439,0,15.5567,"[9, 0, 1]",0,Some of the symbols are stars.,Some of the symbols are diamonds.,0,"[0, 0, 0]",,True,response,,,0,"[6, 2, 4]",38,"[0, 7, 6]",6415,Some of the symbols are triangles.
,"[0, 1]",exh-only,,1,"[3, 0, 0]",1,False,"[0, 1]",0,False,undefined,1607,1,15.5567,"[13, 5, 8]",1,6 + 6 = ?,There are four triangles.,3,"[5, 0, 0]",,True,response,,,1,"[12, 6, 6]",38,"[9, 7, 0]",3960,5 + 8 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,False,undefined,2055,1,15.5567,"[6, 3, 3]",0,8 + 2 = ?,Some of the symbols are diamonds.,3,"[8, 0, 0]",,False,response,,,0,"[10, 8, 2]",38,"[0, 5, 8]",4888,3 + 3 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,1319,1,15.5567,"[2, 5, 9]",0,There is a triangle.,There is a heart.,1,"[0, 0, 0]",,False,filler,,,2,"[9, 2, 1]",38,"[4, 9, 5]",5255,There is a tick.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1135,1,15.5567,"[1, 2, 0]",1,There are four stars.,There are four ticks.,1,"[0, 0, 0]",,True,filler,,,1,"[6, 8, 2]",38,"[2, 7, 6]",3080,There are four clubs.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1719,1,15.5567,"[8, 6, 0]",1,Some of the symbols are triangles.,Some of the symbols are clubs.,0,"[0, 0, 0]",,True,filler,,,0,"[9, 4, 1]",38,"[1, 9, 0]",5352,Some of the symbols are notes.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1551,0,15.5567,"[8, 0, 8]",0,8 + 5 = ?,There are four notes.,3,"[9, 0, 0]",,True,response,,,1,"[13, 8, 5]",38,"[8, 2, 7]",4264,0 + 8 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1623,1,15.5567,"[5, 3, 7]",1,There are only four triangles.,There are four clubs.,2,"[0, 0, 0]",,True,filler,,,1,"[9, 4, 6]",38,"[1, 7, 8]",3528,There are only four squares.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1119,0,15.5567,"[0, 7, 2]",0,Only some of the symbols are diamonds.,Some of the symbols are ticks.,2,"[0, 0, 0]",,True,filler,,,0,"[0, 4, 6]",38,"[2, 5, 8]",6568,Only some of the symbols are diamonds.
Sarah,,,,,,,,,,,undefined,,,16.190183333333334,,,,,,,1,,,bot_check,"[0, 'sarah']",,,39,,,
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,8522,0,16.190183333333334,"[8, 9, 7]",0,Some of the symbols are clubs.,Some of the symbols are ticks.,0,"[0, 0, 0]",,True,filler,,,0,"[1, 7, 2]",39,"[2, 7, 3]",22235,Some of the symbols are notes.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,6352,1,16.190183333333334,"[1, 7, 9]",1,There are only four spades.,There are four squares.,2,"[0, 0, 0]",,True,filler,,,1,"[3, 5, 8]",39,"[5, 2, 8]",13865,There are only four clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,6037,0,16.190183333333334,"[6, 1, 2]",0,Some of the symbols are squares.,Some of the symbols are clubs.,0,"[0, 0, 0]",,True,response,,,0,"[5, 7, 0]",39,"[1, 3, 4]",15410,Some of the symbols are stars.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,6383,1,16.190183333333334,"[7, 1, 8]",1,There are four hearts.,There are four ticks.,1,"[0, 0, 0]",,True,filler,,,1,"[4, 6, 9]",39,"[2, 1, 5]",22964,There are four circles.
,"[1, 0]",exh-only,,1,"[9, 0, 0]",0,True,"[0, 1]",1,True,undefined,5281,0,16.190183333333334,"[15, 6, 9]",0,2 + 9 = ?,Some of the symbols are triangles.,3,"[0, 0, 0]",,True,response,,,0,"[11, 2, 9]",39,"[9, 1, 5]",15521,6 + 9 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,5848,0,16.190183333333334,"[7, 5, 9]",0,There are only four hearts.,There are four triangles.,2,"[0, 0, 0]",,True,filler,,,1,"[4, 5, 9]",39,"[9, 5, 6]",12696,There are only four circles.
,"[0, 1]",exh-only,,0,"[5, 0, 0]",0,True,"[1, 0]",0,True,undefined,3635,1,16.190183333333334,"[11, 7, 4]",1,2 + 6 = ?,There is a club.,3,"[0, 0, 0]",,True,response,,,2,"[8, 2, 6]",39,"[1, 7, 8]",12342,7 + 4 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,4466,0,16.190183333333334,"[6, 2, 4]",0,There are only four diamonds.,There are four squares.,2,"[0, 0, 0]",,True,filler,,,1,"[0, 3, 1]",39,"[5, 1, 3]",12554,There are only four stars.
,"[0, 1]",exh-only,,1,"[8, 0, 0]",0,True,"[0, 1]",1,False,undefined,3874,0,16.190183333333334,"[3, 0, 3]",1,1 + 5 = ?,There is a square.,3,"[6, 0, 0]",,False,filler,,,2,"[6, 1, 5]",39,"[5, 0, 9]",10456,0 + 3 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,4621,1,16.190183333333334,"[0, 6, 5]",1,There is only a heart.,There is a circle.,2,"[0, 0, 0]",,True,response,,,2,"[4, 5, 8]",39,"[7, 5, 4]",14679,There is only a diamond.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,4150,0,16.190183333333334,"[9, 5, 1]",0,Some of the symbols are ticks.,Some of the symbols are squares.,0,"[0, 0, 0]",,True,response,,,0,"[2, 7, 1]",39,"[5, 8, 7]",12645,Some of the symbols are triangles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3170,1,16.190183333333334,"[4, 8, 9]",1,There is a tick.,There is a note.,0,"[0, 0, 0]",,True,filler,,,2,"[2, 4, 0]",39,"[8, 5, 4]",10452,There is a heart.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3445,1,16.190183333333334,"[7, 2, 3]",1,There are four spades.,There are four spades.,1,"[0, 0, 0]",,True,filler,,,1,"[3, 9, 8]",39,"[3, 6, 9]",10808,There are four circles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,4115,0,16.190183333333334,"[3, 5, 7]",1,There are four hearts.,There are four clubs.,0,"[0, 0, 0]",,False,response,,,1,"[4, 7, 0]",39,"[1, 2, 7]",16394,There are four spades.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,1696,1,16.190183333333334,"[9, 6, 3]",0,There is a club.,There is a note.,0,"[0, 0, 0]",,False,filler,,,2,"[1, 6, 3]",39,"[8, 6, 1]",12363,There is a triangle.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,3520,0,16.190183333333334,"[0, 1, 4]",0,Only some of the symbols are hearts.,Some of the symbols are triangles.,2,"[0, 0, 0]",,True,response,,,0,"[4, 7, 1]",39,"[9, 7, 6]",8555,Only some of the symbols are diamonds.
,"[1, 0]",exh-only,,0,"[6, 0, 0]",0,True,"[1, 0]",0,False,undefined,2024,1,16.190183333333334,"[11, 6, 5]",0,1 + 8 = ?,There is a square.,3,"[0, 0, 0]",,False,response,,,2,"[9, 1, 8]",39,"[5, 6, 8]",9256,6 + 5 = ?
,"[1, 0]",exh-only,,1,"[7, 0, 0]",0,False,"[0, 1]",0,False,undefined,2676,0,16.190183333333334,"[16, 7, 9]",0,5 + 2 = ?,There are four circles.,3,"[2, 0, 0]",,True,filler,,,1,"[7, 5, 2]",39,"[7, 4, 9]",11320,7 + 9 = ?
,"[0, 1]",exh-only,,1,"[3, 0, 0]",0,False,"[0, 1]",0,False,undefined,3058,1,16.190183333333334,"[15, 6, 9]",1,7 + 9 = ?,There are four diamonds.,3,"[5, 0, 0]",,True,response,,,1,"[16, 7, 9]",39,"[0, 1, 3]",16336,6 + 9 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2306,0,16.190183333333334,"[0, 3, 7]",0,There is a circle.,There is a spade.,0,"[0, 0, 0]",,True,filler,,,2,"[7, 2, 5]",39,"[3, 6, 7]",8438,There is a diamond.
,"[1, 0]",exh-only,,1,"[4, 0, 0]",0,True,"[0, 1]",1,True,undefined,2321,0,16.190183333333334,"[6, 3, 3]",0,2 + 0 = ?,There is a star.,3,"[9, 0, 0]",,True,filler,,,2,"[2, 2, 0]",39,"[6, 0, 7]",8760,3 + 3 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2228,0,16.190183333333334,"[7, 6, 3]",0,Only some of the symbols are clubs.,Some of the symbols are notes.,2,"[0, 0, 0]",,True,response,,,0,"[1, 6, 7]",39,"[8, 6, 0]",10717,Only some of the symbols are circles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,False,undefined,1948,0,16.190183333333334,"[2, 7, 5]",1,Some of the symbols are ticks.,Some of the symbols are triangles.,1,"[0, 0, 0]",,False,filler,,,0,"[2, 1, 4]",39,"[9, 4, 3]",6927,Some of the symbols are ticks.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1678,0,16.190183333333334,"[0, 6, 4]",0,There is only a square.,There is a diamond.,2,"[0, 0, 0]",,True,response,,,2,"[5, 1, 6]",39,"[0, 2, 9]",7389,There is only a diamond.
,"[1, 0]",exh-only,,0,"[10, 0, 0]",0,False,"[1, 0]",1,False,undefined,1526,0,16.190183333333334,"[11, 3, 8]",0,5 + 4 = ?,Some of the symbols are squares.,3,"[7, 0, 0]",,True,response,,,0,"[9, 5, 4]",39,"[5, 3, 6]",18409,3 + 8 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,2040,0,16.190183333333334,"[6, 1, 3]",0,There is a heart.,There is a square.,1,"[0, 0, 0]",,True,response,,,2,"[4, 9, 8]",39,"[5, 1, 3]",4671,There is a star.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,1366,0,16.190183333333334,"[9, 6, 4]",1,Only some of the symbols are squares.,Some of the symbols are diamonds.,2,"[0, 0, 0]",,False,response,,,0,"[5, 1, 4]",39,"[0, 1, 3]",3672,Only some of the symbols are triangles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,1985,0,16.190183333333334,"[5, 0, 8]",0,There are four diamonds.,There are four ticks.,0,"[0, 0, 0]",,True,response,,,1,"[0, 4, 7]",39,"[2, 7, 8]",5271,There are four squares.
,"[0, 1]",exh-only,,1,"[7, 0, 0]",0,True,"[0, 1]",1,True,undefined,1689,1,16.190183333333334,"[8, 2, 6]",1,1 + 7 = ?,There are four clubs.,3,"[5, 0, 0]",,True,response,,,1,"[8, 1, 7]",39,"[1, 4, 6]",8388,2 + 6 = ?
,"[1, 0]",exh-only,,1,"[6, 0, 0]",0,True,"[0, 1]",1,False,undefined,1569,1,16.190183333333334,"[16, 9, 7]",0,4 + 2 = ?,There is a star.,3,"[3, 0, 0]",,False,filler,,,2,"[6, 4, 2]",39,"[6, 7, 4]",26319,9 + 7 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,1021,0,16.190183333333334,"[0, 7, 9]",1,Some of the symbols are circles.,Some of the symbols are circles.,0,"[0, 0, 0]",,False,filler,,,0,"[7, 6, 2]",39,"[7, 0, 2]",3298,Some of the symbols are diamonds.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1286,0,16.190183333333334,"[4, 6, 1]",1,There are only four squares.,There are four notes.,2,"[0, 0, 0]",,False,response,,,1,"[5, 1, 2]",39,"[8, 6, 1]",3634,There are only four hearts.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1174,0,16.190183333333334,"[0, 5, 4]",0,There is a square.,There is a square.,1,"[0, 0, 0]",,True,response,,,2,"[5, 0, 1]",39,"[5, 7, 0]",3423,There is a diamond.
,"[0, 1]",exh-only,,0,"[3, 0, 0]",0,False,"[1, 0]",1,False,undefined,1136,0,16.190183333333334,"[9, 1, 8]",1,1 + 1 = ?,There is a circle.,3,"[1, 0, 0]",,False,response,,,2,"[2, 1, 1]",39,"[7, 9, 0]",7156,1 + 8 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1177,0,16.190183333333334,"[0, 6, 3]",1,Some of the symbols are ticks.,Some of the symbols are spades.,0,"[0, 0, 0]",,False,filler,,,0,"[2, 4, 6]",39,"[3, 5, 2]",4174,Some of the symbols are diamonds.
,"[1, 0]",exh-only,,1,"[1, 0, 0]",0,False,"[0, 1]",0,False,undefined,1286,1,16.190183333333334,"[11, 6, 5]",0,9 + 3 = ?,Some of the symbols are circles.,3,"[0, 0, 0]",,False,response,,,0,"[12, 9, 3]",39,"[7, 4, 1]",7693,6 + 5 = ?
,"[1, 0]",exh-only,,1,"[1, 0, 0]",0,False,"[0, 1]",0,False,undefined,1317,1,16.190183333333334,"[9, 7, 2]",0,5 + 4 = ?,Some of the symbols are triangles.,3,"[4, 0, 0]",,False,response,,,0,"[9, 5, 4]",39,"[9, 6, 0]",6588,7 + 2 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1233,0,16.190183333333334,"[2, 7, 6]",0,There are four triangles.,There are four hearts.,0,"[0, 0, 0]",,True,filler,,,1,"[9, 3, 6]",39,"[4, 1, 7]",3412,There are four ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,1143,0,16.190183333333334,"[4, 2, 8]",1,There is a triangle.,There is a spade.,1,"[0, 0, 0]",,False,filler,,,2,"[9, 1, 4]",39,"[3, 4, 0]",3537,There is a heart.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1052,0,16.190183333333334,"[4, 5, 1]",0,There are four notes.,There are four spades.,0,"[0, 0, 0]",,True,filler,,,1,"[8, 2, 9]",39,"[3, 9, 0]",3439,There are four hearts.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1065,0,16.190183333333334,"[8, 4, 1]",0,There is a star.,There is a note.,1,"[0, 0, 0]",,True,response,,,2,"[6, 7, 2]",39,"[8, 5, 9]",3347,There is a note.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1276,0,16.190183333333334,"[6, 1, 8]",1,There are four spades.,There are four stars.,0,"[0, 0, 0]",,False,response,,,1,"[3, 2, 8]",39,"[6, 1, 9]",4028,There are four stars.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1318,0,16.190183333333334,"[9, 1, 5]",0,There are only four circles.,There are four ticks.,2,"[0, 0, 0]",,True,response,,,1,"[7, 9, 4]",39,"[2, 3, 8]",3800,There are only four triangles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1350,0,16.190183333333334,"[9, 4, 2]",1,There is only a triangle.,There is a spade.,2,"[0, 0, 0]",,False,filler,,,2,"[9, 7, 6]",39,"[3, 1, 8]",3782,There is only a triangle.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2620,0,16.190183333333334,"[3, 5, 9]",0,Only some of the symbols are circles.,Some of the symbols are diamonds.,2,"[0, 0, 0]",,True,filler,,,0,"[7, 4, 1]",39,"[0, 7, 4]",5048,Only some of the symbols are spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1135,0,16.190183333333334,"[9, 6, 8]",1,There are only four ticks.,There are four ticks.,2,"[0, 0, 0]",,False,response,,,1,"[2, 3, 0]",39,"[2, 4, 3]",3717,There are only four triangles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,1049,0,16.190183333333334,"[6, 3, 3]",1,9 + 4 = ?,Some of the symbols are diamonds.,3,"[9, 0, 0]",,False,filler,,,0,"[13, 9, 4]",39,"[0, 8, 2]",7092,3 + 3 = ?
,"[1, 0]",exh-only,,0,"[4, 0, 0]",0,True,"[1, 0]",0,False,undefined,1695,1,16.190183333333334,"[8, 3, 5]",0,2 + 7 = ?,There are four diamonds.,3,"[7, 0, 0]",,False,filler,,,1,"[9, 2, 7]",39,"[0, 4, 3]",8223,3 + 5 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1180,0,16.190183333333334,"[2, 0, 5]",0,There are only four spades.,There are four notes.,2,"[0, 0, 0]",,True,filler,,,1,"[3, 5, 8]",39,"[8, 6, 4]",5106,There are only four ticks.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1129,0,16.190183333333334,"[5, 7, 4]",0,Only some of the symbols are hearts.,Some of the symbols are notes.,2,"[0, 0, 0]",,True,filler,,,0,"[4, 9, 5]",39,"[8, 9, 6]",4541,Only some of the symbols are squares.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1183,0,16.190183333333334,"[9, 2, 8]",0,There are four stars.,There are four clubs.,0,"[0, 0, 0]",,True,filler,,,1,"[6, 5, 3]",39,"[1, 9, 4]",5041,There are four triangles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,False,undefined,1444,0,16.190183333333334,"[0, 6, 8]",1,Some of the symbols are clubs.,Some of the symbols are clubs.,1,"[0, 0, 0]",,False,response,,,0,"[1, 4, 6]",39,"[1, 0, 5]",3843,Some of the symbols are diamonds.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1655,0,16.190183333333334,"[2, 0, 5]",1,There is a heart.,There is a circle.,1,"[0, 0, 0]",,False,filler,,,2,"[4, 6, 7]",39,"[7, 3, 1]",4842,There is a tick.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2322,0,16.190183333333334,"[7, 3, 2]",0,There are four ticks.,There are four squares.,1,"[0, 0, 0]",,True,response,,,1,"[2, 6, 0]",39,"[5, 8, 7]",6212,There are four circles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2418,0,16.190183333333334,"[2, 0, 3]",0,There is only a heart.,There is a spade.,2,"[0, 0, 0]",,True,response,,,2,"[4, 5, 3]",39,"[3, 0, 6]",6372,There is only a tick.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1692,1,16.190183333333334,"[7, 3, 9]",1,There are four diamonds.,There are four diamonds.,1,"[0, 0, 0]",,True,response,,,1,"[0, 1, 9]",39,"[0, 6, 2]",6227,There are four circles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,1989,1,16.190183333333334,"[3, 4, 8]",1,There are four squares.,There are four triangles.,0,"[0, 0, 0]",,True,filler,,,1,"[5, 0, 8]",39,"[9, 4, 5]",5979,There are four spades.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,1582,0,16.190183333333334,"[4, 7, 8]",0,There are four circles.,There are four ticks.,1,"[0, 0, 0]",,True,filler,,,1,"[7, 9, 3]",39,"[2, 9, 8]",5135,There are four hearts.
,"[0, 1]",exh-only,,1,"[6, 0, 0]",0,True,"[0, 1]",1,False,undefined,1343,0,16.190183333333334,"[7, 5, 2]",1,7 + 4 = ?,There is a diamond.,3,"[7, 0, 0]",,False,filler,,,2,"[11, 7, 4]",39,"[0, 6, 7]",11760,5 + 2 = ?
,"[0, 1]",exh-only,,0,"[5, 0, 0]",0,False,"[1, 0]",1,False,undefined,1221,0,16.190183333333334,"[3, 3, 0]",1,4 + 7 = ?,There are four hearts.,3,"[9, 0, 0]",,False,response,,,1,"[11, 4, 7]",39,"[4, 8, 0]",8712,3 + 0 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1876,0,16.190183333333334,"[7, 3, 6]",1,There is a spade.,There is a tick.,1,"[0, 0, 0]",,False,response,,,2,"[3, 2, 6]",39,"[2, 1, 3]",5188,There is a circle.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1413,0,16.190183333333334,"[8, 4, 1]",1,There is only a triangle.,There is a square.,2,"[0, 0, 0]",,False,filler,,,2,"[9, 8, 5]",39,"[5, 9, 8]",4082,There is only a note.
,"[0, 1]",exh-only,,1,"[1, 0, 0]",0,False,"[0, 1]",0,False,undefined,1177,1,16.190183333333334,"[14, 9, 5]",1,9 + 4 = ?,There is a tick.,3,"[9, 0, 0]",,True,response,,,2,"[13, 9, 4]",39,"[2, 7, 9]",9779,9 + 5 = ?
,"[1, 0]",exh-only,,0,"[7, 0, 0]",0,True,"[1, 0]",0,False,undefined,1404,1,16.190183333333334,"[5, 3, 2]",0,6 + 9 = ?,There are four diamonds.,3,"[7, 0, 0]",,False,filler,,,1,"[15, 6, 9]",39,"[0, 9, 5]",10707,3 + 2 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,1977,0,16.190183333333334,"[8, 0, 7]",0,There are four triangles.,There are four spades.,1,"[0, 0, 0]",,True,filler,,,1,"[9, 0, 8]",39,"[3, 1, 6]",6722,There are four notes.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2204,1,16.190183333333334,"[6, 3, 8]",1,There is only a circle.,There is a club.,2,"[0, 0, 0]",,True,response,,,2,"[7, 8, 2]",39,"[1, 6, 0]",7015,There is only a star.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1387,0,16.190183333333334,"[4, 7, 1]",0,Only some of the symbols are hearts.,Some of the symbols are hearts.,2,"[0, 0, 0]",,True,filler,,,0,"[4, 3, 0]",39,"[4, 9, 5]",5406,Only some of the symbols are hearts.
,"[1, 0]",exh-only,,1,"[8, 0, 0]",0,False,"[0, 1]",0,False,undefined,1782,1,16.190183333333334,"[15, 8, 7]",0,9 + 9 = ?,There are four clubs.,3,"[1, 0, 0]",,False,response,,,1,"[18, 9, 9]",39,"[1, 4, 7]",11327,8 + 7 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2051,0,16.190183333333334,"[1, 2, 8]",0,There are four diamonds.,There are four stars.,1,"[0, 0, 0]",,True,response,,,1,"[0, 1, 9]",39,"[6, 4, 5]",8844,There are four clubs.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1600,0,16.190183333333334,"[1, 5, 0]",0,There is a star.,There is a diamond.,0,"[0, 0, 0]",,True,response,,,2,"[6, 9, 0]",39,"[0, 5, 8]",4858,There is a club.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,2032,0,16.190183333333334,"[2, 3, 0]",1,Some of the symbols are triangles.,Some of the symbols are triangles.,0,"[0, 0, 0]",,False,filler,,,0,"[9, 1, 7]",39,"[9, 7, 6]",9045,Some of the symbols are ticks.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,3148,0,16.190183333333334,"[1, 4, 0]",0,There is a star.,There is a note.,1,"[0, 0, 0]",,True,filler,,,2,"[6, 5, 0]",39,"[8, 7, 0]",7643,There is a club.
,"[0, 1]",exh-only,,0,"[4, 0, 0]",0,False,"[1, 0]",1,False,undefined,2252,0,16.190183333333334,"[13, 6, 7]",1,5 + 9 = ?,There are four notes.,3,"[1, 0, 0]",,False,filler,,,1,"[14, 5, 9]",39,"[8, 3, 4]",10700,6 + 7 = ?
