pTSymbols,primeType,responseSentence,primeOShuffle,trial_type,pTChoice,slide_type,goodPTChoice,primeStrength,pOSymbols,workerid,pTwrongAnswer,correctPTChoice,correctPOChoice,correctPChoices,pOSentence,pOChoice,slide_number,response,responseChoice,image,pTSentence,audio,block_rt,Answer.condition,btwncondition,goodPOChoice,responseSymbols,Answer.time_in_minutes,response_rt,pOwrongAnswer,primeTShuffle
"[1, 8, 2]",1,There are four stars.,"[1, 0]",response,1,,0,1,"[1, 3, 9]",31,"[0, 0, 0]",False,True,False,There are four clubs.,0,,,1,,There are four clubs.,,6118,undefined,exh-subclausal,0,"[6, 5, 4]",21.365466666666666,2142,"[0, 0, 0]","[1, 0]"
"[16, 9, 7]",2,There is a note.,"[1, 0]",filler,1,,1,3,"[5, 2, 3]",31,"[9, 0, 0]",True,True,True,2 + 3 = ?,0,,,1,,9 + 7 = ?,,7972,undefined,exh-subclausal,0,"[8, 1, 4]",21.365466666666666,2338,"[4, 0, 0]","[0, 1]"
"[9, 8, 6]",2,There is a tick.,"[1, 0]",filler,1,,0,1,"[8, 9, 2]",31,"[0, 0, 0]",False,False,False,There is a note.,1,,,1,,There is a triangle.,,142199,undefined,exh-subclausal,0,"[2, 4, 3]",21.365466666666666,130100,"[0, 0, 0]","[1, 0]"
"[3, 1, 7]",0,Some of the symbols are hearts.,"[0, 1]",filler,1,,0,1,"[4, 1, 3]",31,"[0, 0, 0]",False,True,False,Some of the symbols are hearts.,1,,,1,,Some of the symbols are spades.,,11377,undefined,exh-subclausal,1,"[4, 1, 8]",21.365466666666666,2840,"[0, 0, 0]","[1, 0]"
"[1, 8, 9]",0,Some of the symbols are squares.,"[0, 1]",filler,1,,0,2,"[8, 5, 6]",31,"[0, 0, 0]",False,True,False,Some but not all of the symbols are notes.,1,,,1,,Some but not all of the symbols are clubs.,,7717,undefined,exh-subclausal,1,"[5, 3, 0]",21.365466666666666,2005,"[0, 0, 0]","[1, 0]"
"[1, 0, 3]",0,Some of the symbols are notes.,"[0, 1]",response,0,,0,0,"[5, 1, 3]",31,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,1,,,1,,Some of the symbols are clubs.,,5489,undefined,exh-subclausal,1,"[8, 5, 7]",21.365466666666666,1894,"[0, 0, 0]","[1, 0]"
"[4, 0, 6]",1,There are four stars.,"[0, 1]",response,1,,1,1,"[4, 5, 0]",31,"[0, 0, 0]",True,True,True,There are four hearts.,1,,,1,,There are four hearts.,,105772,undefined,exh-subclausal,1,"[6, 5, 9]",21.365466666666666,2223,"[0, 0, 0]","[0, 1]"
"[0, 4, 6]",0,Some of the symbols are triangles.,"[1, 0]",response,1,,1,2,"[2, 5, 9]",31,"[0, 0, 0]",True,False,False,Some but not all of the symbols are ticks.,1,,,0,,Some but not all of the symbols are diamonds.,,13106,undefined,exh-subclausal,0,"[9, 8, 0]",21.365466666666666,2233,"[0, 0, 0]","[0, 1]"
"[2, 8, 9]",2,There is a spade.,"[0, 1]",response,1,,0,2,"[8, 7, 0]",31,"[0, 0, 0]",False,True,False,There is a note but nothing else.,1,,,0,,There is a tick but nothing else.,,7058,undefined,exh-subclausal,1,"[3, 6, 2]",21.365466666666666,2375,"[0, 0, 0]","[1, 0]"
"[17, 8, 9]",2,There is a tick.,"[0, 1]",response,0,,1,3,"[11, 9, 2]",31,"[8, 0, 0]",False,True,False,9 + 2 = ?,1,,,1,,8 + 9 = ?,,14437,undefined,exh-subclausal,1,"[2, 4, 3]",21.365466666666666,3215,"[7, 0, 0]","[0, 1]"
"[5, 6, 4]",0,Some of the symbols are notes.,"[1, 0]",response,1,,0,2,"[2, 7, 1]",31,"[0, 0, 0]",False,True,False,Some but not all of the symbols are ticks.,0,,,0,,Some but not all of the symbols are squares.,,6281,undefined,exh-subclausal,0,"[8, 1, 3]",21.365466666666666,1961,"[0, 0, 0]","[1, 0]"
"[4, 3, 8]",0,Some of the symbols are ticks.,"[0, 1]",filler,1,,1,0,"[6, 3, 2]",31,"[0, 0, 0]",True,True,True,Some of the symbols are stars.,1,,,0,,Some of the symbols are hearts.,,7528,undefined,exh-subclausal,1,"[2, 8, 4]",21.365466666666666,2698,"[0, 0, 0]","[0, 1]"
"[12, 7, 5]",1,There are four squares.,"[1, 0]",filler,0,,0,3,"[10, 6, 4]",31,"[0, 0, 0]",True,False,False,6 + 4 = ?,1,,,1,,7 + 5 = ?,,10309,undefined,exh-subclausal,0,"[5, 2, 0]",21.365466666666666,3383,"[9, 0, 0]","[1, 0]"
"[0, 2, 8]",2,There is a heart.,"[1, 0]",response,0,,1,1,"[2, 4, 7]",31,"[0, 0, 0]",False,False,False,There is a tick.,1,,,1,,There is a diamond.,,6857,undefined,exh-subclausal,0,"[4, 1, 9]",21.365466666666666,2451,"[0, 0, 0]","[0, 1]"
"[2, 6, 3]",0,Some of the symbols are ticks.,"[0, 1]",response,1,,1,0,"[9, 8, 5]",31,"[0, 0, 0]",True,True,True,Some of the symbols are triangles.,1,,,1,,Some of the symbols are ticks.,,8678,undefined,exh-subclausal,1,"[2, 4, 1]",21.365466666666666,3080,"[0, 0, 0]","[0, 1]"
"[5, 0, 4]",2,There is a star.,"[1, 0]",response,1,,0,1,"[5, 3, 6]",31,"[0, 0, 0]",False,False,False,There is a square.,1,,,0,,There is a square.,,7296,undefined,exh-subclausal,0,"[6, 0, 7]",21.365466666666666,2509,"[0, 0, 0]","[1, 0]"
"[8, 4, 7]",1,There are four triangles.,"[0, 1]",filler,1,,0,2,"[1, 2, 4]",31,"[0, 0, 0]",False,True,False,There are four but no more than four clubs.,1,,,1,,There are four but no more than four notes.,,8297,undefined,exh-subclausal,1,"[9, 4, 0]",21.365466666666666,2680,"[0, 0, 0]","[1, 0]"
"[7, 3, 2]",1,There are four circles.,"[1, 0]",filler,0,,0,0,"[5, 9, 3]",31,"[0, 0, 0]",True,True,True,There are four squares.,0,,,1,,There are four circles.,,5843,undefined,exh-subclausal,0,"[7, 5, 8]",21.365466666666666,1859,"[0, 0, 0]","[1, 0]"
"[3, 3, 0]",2,There is a club.,"[1, 0]",response,1,,0,3,"[3, 2, 1]",31,"[7, 0, 0]",False,True,False,2 + 1 = ?,0,,,1,,3 + 0 = ?,,8428,undefined,exh-subclausal,0,"[1, 5, 4]",21.365466666666666,2001,"[2, 0, 0]","[1, 0]"
"[9, 5, 4]",0,Some of the symbols are circles.,"[0, 1]",filler,1,,1,3,"[8, 2, 6]",31,"[1, 0, 0]",True,False,False,2 + 6 = ?,0,,,1,,5 + 4 = ?,,9640,undefined,exh-subclausal,1,"[7, 9, 5]",21.365466666666666,2647,"[2, 0, 0]","[0, 1]"
"[2, 5, 9]",1,There are four ticks.,"[0, 1]",response,1,,0,2,"[1, 6, 4]",31,"[0, 0, 0]",False,False,False,There are four but no more than four clubs.,0,,,1,,There are four but no more than four ticks.,,8849,undefined,exh-subclausal,1,"[2, 4, 5]",21.365466666666666,2265,"[0, 0, 0]","[1, 0]"
"[6, 8, 2]",2,There is a club.,"[0, 1]",filler,0,,1,0,"[7, 6, 8]",31,"[0, 0, 0]",False,True,False,There is a circle.,1,,,1,,There is a star.,,12903,undefined,exh-subclausal,1,"[1, 8, 3]",21.365466666666666,1921,"[0, 0, 0]","[0, 1]"
"[10, 9, 1]",2,There is a diamond.,"[1, 0]",response,0,,0,3,"[12, 5, 7]",31,"[0, 0, 0]",True,False,False,5 + 7 = ?,1,,,1,,9 + 1 = ?,,10947,undefined,exh-subclausal,0,"[0, 9, 2]",21.365466666666666,2281,"[9, 0, 0]","[1, 0]"
"[3, 2, 0]",0,Some of the symbols are squares.,"[1, 0]",response,0,,0,1,"[3, 6, 5]",31,"[0, 0, 0]",True,False,False,Some of the symbols are spades.,1,,,1,,Some of the symbols are spades.,,7469,undefined,exh-subclausal,0,"[5, 1, 7]",21.365466666666666,2199,"[0, 0, 0]","[1, 0]"
"[8, 0, 8]",0,Some of the symbols are clubs.,"[1, 0]",response,1,,0,3,"[11, 5, 6]",31,"[1, 0, 0]",False,True,False,5 + 6 = ?,0,,,0,,0 + 8 = ?,,9624,undefined,exh-subclausal,0,"[1, 3, 7]",21.365466666666666,2784,"[9, 0, 0]","[1, 0]"
"[5, 6, 4]",0,Some of the symbols are stars.,"[0, 1]",response,0,,1,1,"[4, 2, 9]",31,"[0, 0, 0]",False,True,False,Some of the symbols are hearts.,1,,,1,,Some of the symbols are squares.,,7059,undefined,exh-subclausal,1,"[6, 0, 4]",21.365466666666666,2059,"[0, 0, 0]","[0, 1]"
"[1, 8, 5]",1,There are four diamonds.,"[1, 0]",filler,0,,1,1,"[1, 3, 4]",31,"[0, 0, 0]",False,False,False,There are four clubs.,1,,,1,,There are four clubs.,,7934,undefined,exh-subclausal,0,"[0, 5, 8]",21.365466666666666,2177,"[0, 0, 0]","[0, 1]"
"[4, 2, 0]",1,There are four ticks.,"[0, 1]",response,0,,0,0,"[6, 2, 5]",31,"[0, 0, 0]",True,True,True,There are four stars.,1,,,0,,There are four hearts.,,7898,undefined,exh-subclausal,1,"[2, 9, 5]",21.365466666666666,3075,"[0, 0, 0]","[1, 0]"
"[3, 9, 8]",2,There is a club.,"[0, 1]",filler,1,,0,2,"[3, 6, 4]",31,"[0, 0, 0]",False,True,False,There is a spade but nothing else.,1,,,0,,There is a spade but nothing else.,,6518,undefined,exh-subclausal,1,"[1, 0, 5]",21.365466666666666,1898,"[0, 0, 0]","[1, 0]"
"[10, 1, 9]",0,Some of the symbols are clubs.,"[1, 0]",filler,0,,0,3,"[11, 9, 2]",31,"[4, 0, 0]",True,False,False,9 + 2 = ?,1,,,0,,1 + 9 = ?,,9009,undefined,exh-subclausal,0,"[1, 5, 8]",21.365466666666666,2426,"[5, 0, 0]","[1, 0]"
"[4, 1, 3]",2,There is a tick.,"[1, 0]",filler,1,,1,3,"[9, 3, 6]",31,"[7, 0, 0]",True,True,True,3 + 6 = ?,0,,,1,,1 + 3 = ?,,153667,undefined,exh-subclausal,0,"[2, 7, 4]",21.365466666666666,146470,"[0, 0, 0]","[0, 1]"
"[6, 6, 0]",0,Some of the symbols are circles.,"[0, 1]",response,1,,1,3,"[14, 5, 9]",31,"[0, 0, 0]",True,False,False,5 + 9 = ?,0,,,1,,6 + 0 = ?,,12833,undefined,exh-subclausal,1,"[7, 3, 0]",21.365466666666666,3312,"[2, 0, 0]","[0, 1]"
"[7, 9, 6]",1,There are four diamonds.,"[0, 1]",response,1,,1,1,"[0, 4, 6]",31,"[0, 0, 0]",True,True,True,There are four diamonds.,1,,,1,,There are four circles.,,17025,undefined,exh-subclausal,1,"[0, 5, 1]",21.365466666666666,3172,"[0, 0, 0]","[0, 1]"
"[1, 0, 8]",0,Some of the symbols are circles.,"[1, 0]",response,1,,0,0,"[4, 9, 5]",31,"[0, 0, 0]",False,True,False,Some of the symbols are hearts.,0,,,1,,Some of the symbols are clubs.,,9776,undefined,exh-subclausal,0,"[7, 9, 4]",21.365466666666666,2770,"[0, 0, 0]","[1, 0]"
"[9, 8, 1]",2,There is a tick.,"[0, 1]",filler,0,,1,1,"[5, 8, 4]",31,"[0, 0, 0]",False,True,False,There is a square.,1,,,0,,There is a triangle.,,22284,undefined,exh-subclausal,1,"[2, 1, 5]",21.365466666666666,6466,"[0, 0, 0]","[0, 1]"
"[2, 3, 9]",0,Some of the symbols are hearts.,"[1, 0]",filler,1,,0,1,"[7, 5, 2]",31,"[0, 0, 0]",False,False,False,Some of the symbols are circles.,1,,,1,,Some of the symbols are ticks.,,13337,undefined,exh-subclausal,0,"[4, 9, 3]",21.365466666666666,2444,"[0, 0, 0]","[1, 0]"
"[5, 6, 8]",0,Some of the symbols are spades.,"[0, 1]",response,1,,1,0,"[3, 0, 2]",31,"[0, 0, 0]",True,True,True,Some of the symbols are spades.,1,,,1,,Some of the symbols are squares.,,8263,undefined,exh-subclausal,1,"[3, 0, 6]",21.365466666666666,2114,"[0, 0, 0]","[0, 1]"
"[5, 1, 2]",1,There are four triangles.,"[0, 1]",filler,1,,1,2,"[9, 8, 1]",31,"[0, 0, 0]",True,False,False,There are four but no more than four triangles.,0,,,0,,There are four but no more than four squares.,,8128,undefined,exh-subclausal,1,"[9, 2, 1]",21.365466666666666,3341,"[0, 0, 0]","[0, 1]"
"[17, 8, 9]",1,There are four ticks.,"[1, 0]",filler,1,,1,3,"[8, 1, 7]",31,"[4, 0, 0]",True,True,True,1 + 7 = ?,0,,,1,,8 + 9 = ?,,9040,undefined,exh-subclausal,0,"[2, 1, 0]",21.365466666666666,2384,"[2, 0, 0]","[0, 1]"
"[8, 1, 3]",2,There is a tick.,"[1, 0]",response,0,,1,1,"[0, 9, 5]",31,"[0, 0, 0]",False,False,False,There is a diamond.,1,,,1,,There is a note.,,7171,undefined,exh-subclausal,0,"[2, 0, 8]",21.365466666666666,2357,"[0, 0, 0]","[0, 1]"
"[2, 8, 0]",1,There are four triangles.,"[0, 1]",filler,1,,0,1,"[4, 0, 5]",31,"[0, 0, 0]",False,False,False,There are four hearts.,0,,,0,,There are four ticks.,,7134,undefined,exh-subclausal,1,"[9, 4, 2]",21.365466666666666,1920,"[0, 0, 0]","[1, 0]"
"[2, 7, 5]",2,There is a heart.,"[1, 0]",response,0,,1,0,"[5, 3, 8]",31,"[0, 0, 0]",False,False,False,There is a square.,1,,,1,,There is a tick.,,10438,undefined,exh-subclausal,0,"[4, 1, 3]",21.365466666666666,4310,"[0, 0, 0]","[0, 1]"
"[6, 1, 3]",2,There is a square.,"[1, 0]",filler,1,,0,2,"[5, 6, 9]",31,"[0, 0, 0]",False,True,False,There is a square but nothing else.,0,,,1,,There is a star but nothing else.,,6447,undefined,exh-subclausal,0,"[5, 9, 4]",21.365466666666666,1886,"[0, 0, 0]","[1, 0]"
"[0, 4, 1]",0,Some of the symbols are diamonds.,"[0, 1]",filler,1,,0,0,"[9, 4, 8]",31,"[0, 0, 0]",False,False,False,Some of the symbols are triangles.,0,,,1,,Some of the symbols are diamonds.,,7570,undefined,exh-subclausal,1,"[0, 7, 8]",21.365466666666666,3458,"[0, 0, 0]","[1, 0]"
"[4, 8, 5]",2,There is a square.,"[1, 0]",response,0,,1,2,"[4, 0, 2]",31,"[0, 0, 0]",False,False,False,There is a heart but nothing else.,1,,,1,,There is a heart but nothing else.,,7364,undefined,exh-subclausal,0,"[5, 1, 6]",21.365466666666666,3026,"[0, 0, 0]","[0, 1]"
"[9, 5, 3]",0,Some of the symbols are spades.,"[0, 1]",filler,1,,0,2,"[4, 9, 0]",31,"[0, 0, 0]",False,False,False,Some but not all of the symbols are hearts.,0,,,0,,Some but not all of the symbols are triangles.,,7768,undefined,exh-subclausal,1,"[3, 8, 9]",21.365466666666666,2880,"[0, 0, 0]","[1, 0]"
"[8, 9, 1]",0,Some of the symbols are circles.,"[1, 0]",response,1,,1,1,"[0, 6, 9]",31,"[0, 0, 0]",True,False,False,Some of the symbols are diamonds.,1,,,1,,Some of the symbols are notes.,,8437,undefined,exh-subclausal,0,"[7, 3, 8]",21.365466666666666,3818,"[0, 0, 0]","[0, 1]"
"[9, 2, 7]",1,There are four diamonds.,"[0, 1]",filler,1,,1,3,"[15, 8, 7]",31,"[3, 0, 0]",True,False,False,8 + 7 = ?,0,,,1,,2 + 7 = ?,,12324,undefined,exh-subclausal,1,"[0, 9, 7]",21.365466666666666,2255,"[8, 0, 0]","[0, 1]"
"[9, 8, 5]",2,There is a club.,"[1, 0]",filler,1,,0,1,"[4, 8, 2]",31,"[0, 0, 0]",False,False,False,There is a heart.,1,,,0,,There is a triangle.,,6487,undefined,exh-subclausal,0,"[1, 3, 7]",21.365466666666666,2142,"[0, 0, 0]","[1, 0]"
"[3, 0, 3]",2,There is a heart.,"[0, 1]",filler,1,,1,3,"[2, 1, 1]",31,"[0, 0, 0]",True,False,False,1 + 1 = ?,0,,,0,,0 + 3 = ?,,7419,undefined,exh-subclausal,1,"[4, 0, 8]",21.365466666666666,2722,"[7, 0, 0]","[0, 1]"
"[3, 0, 6]",1,There are four spades.,"[1, 0]",response,1,,1,0,"[6, 7, 5]",31,"[0, 0, 0]",True,False,False,There are four stars.,1,,,0,,There are four spades.,,9029,undefined,exh-subclausal,0,"[3, 1, 7]",21.365466666666666,2134,"[0, 0, 0]","[0, 1]"
"[1, 0, 6]",2,There is a note.,"[0, 1]",response,1,,1,0,"[3, 8, 5]",31,"[0, 0, 0]",True,True,True,There is a spade.,1,,,0,,There is a club.,,6433,undefined,exh-subclausal,1,"[8, 2, 9]",21.365466666666666,2188,"[0, 0, 0]","[0, 1]"
"[3, 1, 2]",1,There are four triangles.,"[0, 1]",response,0,,0,3,"[9, 2, 7]",31,"[4, 0, 0]",True,True,True,2 + 7 = ?,1,,,1,,1 + 2 = ?,,9678,undefined,exh-subclausal,1,"[9, 6, 8]",21.365466666666666,2662,"[1, 0, 0]","[1, 0]"
"[0, 3, 9]",2,There is a club.,"[0, 1]",response,0,,1,0,"[6, 4, 5]",31,"[0, 0, 0]",False,True,False,There is a star.,1,,,1,,There is a diamond.,,7169,undefined,exh-subclausal,1,"[1, 6, 0]",21.365466666666666,2424,"[0, 0, 0]","[0, 1]"
"[0, 1, 3]",1,There are four ticks.,"[1, 0]",filler,1,,1,0,"[7, 3, 8]",31,"[0, 0, 0]",True,True,True,There are four circles.,0,,,1,,There are four diamonds.,,6816,undefined,exh-subclausal,0,"[2, 8, 4]",21.365466666666666,2472,"[0, 0, 0]","[0, 1]"
"[7, 6, 1]",0,Some of the symbols are diamonds.,"[0, 1]",response,1,,0,1,"[6, 3, 0]",31,"[0, 0, 0]",False,True,False,Some of the symbols are stars.,1,,,0,,Some of the symbols are circles.,,9904,undefined,exh-subclausal,1,"[0, 1, 3]",21.365466666666666,6040,"[0, 0, 0]","[1, 0]"
"[0, 2, 8]",2,There is a club.,"[1, 0]",response,1,,0,2,"[8, 0, 7]",31,"[0, 0, 0]",False,False,False,There is a note but nothing else.,1,,,1,,There is a diamond but nothing else.,,7783,undefined,exh-subclausal,0,"[1, 6, 0]",21.365466666666666,2232,"[0, 0, 0]","[1, 0]"
"[7, 5, 4]",2,There is a star.,"[0, 1]",response,1,,0,2,"[8, 6, 5]",31,"[0, 0, 0]",False,True,False,There is a note but nothing else.,1,,,1,,There is a circle but nothing else.,,7001,undefined,exh-subclausal,1,"[6, 5, 1]",21.365466666666666,2650,"[0, 0, 0]","[1, 0]"
"[8, 4, 4]",1,There are four diamonds.,"[0, 1]",filler,0,,1,3,"[18, 9, 9]",31,"[5, 0, 0]",False,True,False,9 + 9 = ?,1,,,1,,4 + 4 = ?,,8397,undefined,exh-subclausal,1,"[0, 5, 4]",21.365466666666666,2217,"[7, 0, 0]","[0, 1]"
"[6, 9, 8]",1,There are four ticks.,"[0, 1]",filler,1,,0,1,"[4, 6, 9]",31,"[0, 0, 0]",False,True,False,There are four hearts.,1,,,1,,There are four stars.,,7073,undefined,exh-subclausal,1,"[2, 4, 1]",21.365466666666666,2014,"[0, 0, 0]","[1, 0]"
"[5, 9, 6]",2,There is a spade.,"[0, 1]",filler,1,,0,0,"[7, 9, 4]",31,"[0, 0, 0]",False,False,False,There is a circle.,0,,,0,,There is a square.,,6298,undefined,exh-subclausal,1,"[3, 5, 4]",21.365466666666666,2481,"[0, 0, 0]","[1, 0]"
"[0, 8, 3]",1,There are four triangles.,"[1, 0]",filler,1,,1,2,"[1, 4, 5]",31,"[0, 0, 0]",True,False,False,There are four but no more than four clubs.,1,,,0,,There are four but no more than four diamonds.,,5965,undefined,exh-subclausal,0,"[9, 0, 6]",21.365466666666666,2422,"[0, 0, 0]","[0, 1]"
"[9, 1, 3]",2,There is a spade.,"[0, 1]",filler,1,,1,0,"[1, 8, 6]",31,"[0, 0, 0]",True,True,True,There is a club.,1,,,0,,There is a triangle.,,6594,undefined,exh-subclausal,1,"[3, 5, 2]",21.365466666666666,3066,"[0, 0, 0]","[0, 1]"
"[6, 4, 2]",0,Some of the symbols are spades.,"[1, 0]",response,0,,0,3,"[10, 4, 6]",31,"[4, 0, 0]",True,False,False,4 + 6 = ?,1,,,1,,4 + 2 = ?,,10899,undefined,exh-subclausal,0,"[3, 2, 6]",21.365466666666666,3653,"[5, 0, 0]","[1, 0]"
"[1, 4, 5]",0,Some of the symbols are stars.,"[1, 0]",filler,1,,1,2,"[0, 8, 6]",31,"[0, 0, 0]",True,False,False,Some but not all of the symbols are diamonds.,1,,,0,,Some but not all of the symbols are clubs.,,8527,undefined,exh-subclausal,0,"[6, 7, 8]",21.365466666666666,2887,"[0, 0, 0]","[0, 1]"
"[0, 7, 3]",2,There is a circle.,"[1, 0]",filler,1,,0,1,"[4, 8, 2]",31,"[0, 0, 0]",False,False,False,There is a heart.,1,,,1,,There is a diamond.,,6656,undefined,exh-subclausal,0,"[7, 4, 9]",21.365466666666666,1535,"[0, 0, 0]","[1, 0]"
"[15, 9, 6]",1,There are four clubs.,"[0, 1]",response,1,,0,3,"[10, 4, 6]",31,"[0, 0, 0]",False,False,False,4 + 6 = ?,0,,,0,,9 + 6 = ?,,8496,undefined,exh-subclausal,1,"[1, 9, 0]",21.365466666666666,2334,"[2, 0, 0]","[1, 0]"
"[8, 2, 3]",2,There is a triangle.,"[1, 0]",response,1,,1,0,"[4, 7, 5]",31,"[0, 0, 0]",True,False,False,There is a heart.,1,,,0,,There is a note.,,6515,undefined,exh-subclausal,0,"[9, 5, 0]",21.365466666666666,2493,"[0, 0, 0]","[0, 1]"
"[9, 2, 7]",0,Some of the symbols are clubs.,"[0, 1]",filler,1,,1,3,"[9, 1, 8]",31,"[4, 0, 0]",True,True,True,1 + 8 = ?,1,,,0,,2 + 7 = ?,,7381,undefined,exh-subclausal,1,"[1, 9, 2]",21.365466666666666,2952,"[9, 0, 0]","[0, 1]"
"[9, 1, 2]",2,There is a note.,"[1, 0]",response,0,,0,1,"[7, 9, 6]",31,"[0, 0, 0]",True,False,False,There is a circle.,1,,,1,,There is a triangle.,,6342,undefined,exh-subclausal,0,"[8, 5, 6]",21.365466666666666,2109,"[0, 0, 0]","[1, 0]"
"[2, 8, 7]",1,There are four clubs.,"[0, 1]",response,0,,0,0,"[3, 7, 8]",31,"[0, 0, 0]",True,True,True,There are four spades.,1,,,1,,There are four ticks.,,9209,undefined,exh-subclausal,1,"[1, 0, 2]",21.365466666666666,3065,"[0, 0, 0]","[1, 0]"
"[9, 4, 8]",0,Some of the symbols are triangles.,"[1, 0]",response,0,,1,2,"[2, 6, 1]",31,"[0, 0, 0]",False,False,False,Some but not all of the symbols are ticks.,1,,,1,,Some but not all of the symbols are triangles.,,6265,undefined,exh-subclausal,0,"[9, 5, 2]",21.365466666666666,1702,"[0, 0, 0]","[0, 1]"
"[3, 0, 5]",0,Some of the symbols are ticks.,"[1, 0]",filler,1,,0,1,"[1, 7, 5]",31,"[0, 0, 0]",False,True,False,Some of the symbols are clubs.,0,,,0,,Some of the symbols are spades.,,5687,undefined,exh-subclausal,0,"[2, 9, 0]",21.365466666666666,1826,"[0, 0, 0]","[1, 0]"
"[3, 1, 2]",1,There are four circles.,"[0, 1]",response,1,,1,3,"[9, 3, 6]",31,"[4, 0, 0]",True,False,False,3 + 6 = ?,0,,,0,,1 + 2 = ?,,9164,undefined,exh-subclausal,1,"[7, 5, 9]",21.365466666666666,2722,"[5, 0, 0]","[0, 1]"
"[6, 9, 8]",1,There are four squares.,"[1, 0]",response,1,,1,2,"[1, 9, 0]",31,"[0, 0, 0]",True,False,False,There are four but no more than four clubs.,1,,,1,,There are four but no more than four stars.,,6467,undefined,exh-subclausal,0,"[5, 7, 4]",21.365466666666666,2461,"[0, 0, 0]","[0, 1]"
"[6, 4, 2]",0,Some of the symbols are triangles.,"[1, 0]",response,0,,1,3,"[6, 0, 6]",31,"[0, 0, 0]",False,False,False,0 + 6 = ?,1,,,1,,4 + 2 = ?,,18560,undefined,exh-subclausal,0,"[9, 5, 4]",21.365466666666666,1991,"[7, 0, 0]","[0, 1]"
"[4, 9, 8]",2,There is a heart.,"[0, 1]",filler,1,,0,2,"[4, 3, 0]",31,"[0, 0, 0]",False,True,False,There is a heart but nothing else.,1,,,0,,There is a heart but nothing else.,,7120,undefined,exh-subclausal,1,"[4, 7, 3]",21.365466666666666,1832,"[0, 0, 0]","[1, 0]"
"[2, 6, 0]",1,There are four ticks.,"[0, 1]",filler,1,,1,0,"[5, 9, 4]",31,"[0, 0, 0]",True,True,True,There are four squares.,1,,,1,,There are four ticks.,,5775,undefined,exh-subclausal,1,"[2, 7, 0]",21.365466666666666,2367,"[0, 0, 0]","[0, 1]"
"[8, 9, 1]",1,There are four spades.,"[1, 0]",filler,1,,0,1,"[7, 3, 4]",31,"[0, 0, 0]",False,True,False,There are four circles.,0,,,1,,There are four notes.,,7642,undefined,exh-subclausal,0,"[3, 5, 6]",21.365466666666666,2097,"[0, 0, 0]","[1, 0]"
"[9, 0, 9]",2,There is a circle.,"[0, 1]",filler,1,,0,3,"[11, 9, 2]",31,"[3, 0, 0]",False,False,False,9 + 2 = ?,0,,,0,,0 + 9 = ?,,7549,undefined,exh-subclausal,1,"[7, 1, 4]",21.365466666666666,2325,"[7, 0, 0]","[1, 0]"
"[5, 8, 6]",1,There are four stars.,"[1, 0]",filler,0,,0,0,"[1, 4, 2]",31,"[0, 0, 0]",True,True,True,There are four clubs.,0,,,1,,There are four squares.,,7529,undefined,exh-subclausal,0,"[6, 2, 9]",21.365466666666666,2236,"[0, 0, 0]","[1, 0]"
"[3, 8, 7]",2,There is a note.,"[1, 0]",filler,0,,1,0,"[3, 8, 5]",31,"[0, 0, 0]",False,False,False,There is a spade.,1,,,1,,There is a spade.,,6313,undefined,exh-subclausal,0,"[8, 3, 9]",21.365466666666666,2005,"[0, 0, 0]","[0, 1]"
,,,,,,bot_check,,,,32,,,,,,,1,"[0, 'Barbara']",,Barbara,,,,undefined,,,,8.610766666666667,,,
"[5, 2, 4]",2,There is a heart.,"[1, 0]",filler,0,,0,0,"[4, 5, 0]",32,"[0, 0, 0]",True,True,True,There is a heart.,0,,,1,,There is a square.,,5432,undefined,exh-subclausal,0,"[4, 2, 9]",8.610766666666667,1792,"[0, 0, 0]","[1, 0]"
"[3, 1, 2]",2,There is a triangle.,"[1, 0]",response,1,,1,1,"[8, 0, 5]",32,"[0, 0, 0]",True,True,True,There is a note.,0,,,0,,There is a spade.,,9864,undefined,exh-subclausal,0,"[9, 5, 1]",8.610766666666667,2055,"[0, 0, 0]","[0, 1]"
"[2, 6, 5]",1,There are four circles.,"[1, 0]",response,0,,0,1,"[9, 6, 7]",32,"[0, 0, 0]",True,True,True,There are four triangles.,0,,,1,,There are four ticks.,,7784,undefined,exh-subclausal,0,"[7, 9, 6]",8.610766666666667,3447,"[0, 0, 0]","[1, 0]"
"[3, 1, 5]",1,There are four squares.,"[1, 0]",filler,1,,1,0,"[5, 2, 4]",32,"[0, 0, 0]",True,True,True,There are four squares.,0,,,1,,There are four spades.,,6768,undefined,exh-subclausal,0,"[5, 2, 3]",8.610766666666667,1951,"[0, 0, 0]","[0, 1]"
"[12, 4, 8]",0,Some of the symbols are hearts.,"[1, 0]",filler,1,,0,3,"[16, 9, 7]",32,"[7, 0, 0]",False,True,False,9 + 7 = ?,0,,,1,,4 + 8 = ?,,6680,undefined,exh-subclausal,0,"[4, 2, 6]",8.610766666666667,2159,"[0, 0, 0]","[1, 0]"
"[5, 4, 8]",2,There is a diamond.,"[0, 1]",filler,1,,1,2,"[1, 6, 3]",32,"[0, 0, 0]",True,True,True,There is a club but nothing else.,1,,,1,,There is a square but nothing else.,,5297,undefined,exh-subclausal,1,"[0, 8, 3]",8.610766666666667,1608,"[0, 0, 0]","[0, 1]"
